latlon_postcode,latlon_postcode_district,latlon_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,brand,addr_housenumber,addr_street,addr_city,addr_postcode,addr_full,phone,website,wikidata,opening_hours,postcode_district,postcode_area,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,postcode_district_x,postcode_area_y
,SE1,SE,way,100674156,way/100674156,51.491979,-0.1221636,Tamesis Dock,,,,Albert Embankment,London,,,+44 20 7582 1066,https://www.tdock.co.uk,,Mo-Fr 13:00-25:00; Sa-Su 12:00-25:00,,,,,,,SE1,SE
,SE1,SE,way,100799936,way/100799936,51.5029076,-0.0909169,King's Arms,,,65,Newcomen Street,London,,,,,Q26665488,,,,,,,,SE1,SE
,SW1P,SW,way,100822478,way/100822478,51.4942147,-0.1325383,The Royal Oak,,,2,Regency Street,London,,,,,,,,,,,,,SW1P,SW
,EC1A,EC,way,100835971,way/100835971,51.5184882,-0.1019137,The Bishops Finger,,,9-10,West Smithfield,London,,,,,,,,,,,,,EC1A,EC
,,,way,100856450,way/100856450,51.6687253,-0.0416253,The White House,Stonegate,,,Hertford Road,,,,,https://www.craftunionpubs.com/white-house-enfield,,,,,,,,,,
,SE1,SE,way,101328284,way/101328284,51.5019176,-0.0826988,Sixes Social Cricket,,,46-50,Bermondsey Street,London,,,+44 204 531 2000,https://sixescricket.com/location/london-bridge,,,,,,,,,SE1,SE
,SE1,SE,way,101328343,way/101328343,51.5007212,-0.0816285,The Garrison,,,99-101,Bermondsey Street,London,,,+44 20 7089 9355,http://www.thegarrison.co.uk,,Mo-Th 08:00-11:00; Fr 08:00-24:00; Sa 09:00-24:00; Su 09:00-22:30,,,,,,,SE1,SE
,SE1,SE,way,101328387,way/101328387,51.5007528,-0.0820991,The Woolpack,,,98,Bermondsey Street,London,,,+44 20 7357 9269,https://www.woolpackbar.com/,,,,,,,,,SE1,SE
,SE1,SE,way,101530109,way/101530109,51.5021037,-0.0875026,The Miller,,,96,Snowsfields,London,,,,https://www.themiller.co.uk/,Q132775066,"Mo-Th 12:00-23:00, Fr 12:00-01:00, Sa 16:00-01:00; Su off",,,,,,,SE1,SE
,SE1,SE,way,101694683,way/101694683,51.501197,-0.0870925,The Britannia,,,44,Kipling Street,London,,,,,,,,,,,,,SE1,SE
,SE1,SE,way,102403099,way/102403099,51.4983165,-0.0829523,Simon the Tanner,,,231,Long Lane,London,,,+44 20 7357 8740,https://www.simonthetanner.co.uk/,Q26665437,,,,,,,,SE1,SE
,SE1,SE,way,102777880,way/102777880,51.502491,-0.0840184,The Horseshoe Inn,,,26,Melior Street,London,,,+44 20 7403 6364,https://www.thehorseshoeinnpub.co.uk,,Mo 12:00-22:00; Tu-Sa 12:00-23:30; Su 12:00-22:00,,,,,,,SE1,SE
,,,way,103362186,way/103362186,51.409233,-0.2979307,The Albion,Big Smoke Inns Ltd.,,45,Fairfield Road,Kingston upon Thames,,,+44 20 8439 7787,https://www.thealbionkingston.com/,,Mo-Th 12:00-23:00; Fr-Sa 12:00-23:30; Su 12:00-22:30,,,,,,,,
,,,way,103462524,way/103462524,51.4529444,0.2538003,The Wharf,,,,Galleon Boulevard,Dartford,,,,,,,,,,,,,,
,NW1,NW,way,104112035,way/104112035,51.5424571,-0.1381468,Slattery's Freehouse,,,69,Camden Road,London,,,,,,,,,,,,,NW1,NW
,,,way,104168253,way/104168253,51.6713465,-0.0401883,The Prince Albert,Stonegate,,611,Hertford Road,,,,,https://www.craftunionpubs.com/prince-albert-enfield,,,,,,,,,,
,,,way,105606091,way/105606091,51.6479339,0.0527833,Carpenters Arms,,,,,,,,,,,,,,,,,,,
,,,way,105606092,way/105606092,51.6473065,0.0553606,The Last Post,,,,,,,,,,Q88915789,,,,,,,,,
,SE22,SE,way,106788720,way/106788720,51.4494908,-0.074236,The Plough,,,381,Lordship Lane,London,,,,,,,,,,,,,SE22,SE
,SE22,SE,way,106895343,way/106895343,51.4519928,-0.0733729,The Castle,,,280,Crystal Palace Road,,,,,,,,,,,,,,SE22,SE
,WC2N,WC,way,107035580,way/107035580,51.5100049,-0.1257159,The Lemon Tree,,,4,Bedfordbury,London,,,,,,,,,,,,,WC2N,WC
,W1U,W,way,107039274,way/107039274,51.5149145,-0.1504122,Lamb & Flag,Taylor Walker,Greene King,24,James Street,London,,,,https://www.greeneking.co.uk/pubs/greater-london/lamb-and-flag,,Mo-Sa 11:30-23:00; Su 11:30-22:30,,,,,,,W1U,W
,NW6,NW,way,107044526,way/107044526,51.535551,-0.205512,The Salusbury,,,50-52,Salusbury Road,London,,,,,,,,,,,,,NW6,NW
,W2,W,way,107063289,way/107063289,51.5123637,-0.1785028,The Mitre,Youngs,Young's,24,Craven Terrace,London,,,+44 20 7262 5240,https://www.mitrelancastergate.com/,Q16997942,,,,,,,,W2,W
,W2,W,way,107155373,way/107155373,51.512317,-0.1898887,Phoenix,,Greene King,51,Moscow Road,London,,,,https://www.greeneking.co.uk/pubs/greater-london/phoenix,,,,,,,,,W2,W
,E1,E,way,107275360,way/107275360,51.5114788,-0.0705158,Princess Of Prussia,Shepherd Neame,Shepherd Neame,15,Prescot Street,London,,,,,,,,,,,,,E1,E
,N1,N,way,107521318,way/107521318,51.5462436,-0.0805814,The Duke Of Wellington,,,119,Balls Pond Road,London,,,+44 20 7275 7640,http://thedukeofwellington.london,,Mo-We 16:00-00:00; Th-Fr 16:00-01:00; Sa 11:00-1:30; Su 11:00-23:30,,,,,,,N1,N
,NW1,NW,way,107530526,way/107530526,51.5405453,-0.1577382,The Queens,,,49,Regent's Park Road,London,,,,,Q28402705,,,,,,,,NW1,NW
,NW6,NW,way,107710473,way/107710473,51.5375437,-0.1934264,Kilburn Bridge,,,77,Kilburn High Road,London,,,,,,,,,,,,,NW6,NW
,NW6,NW,way,107755382,way/107755382,51.5384106,-0.1912867,The Priory Tavern,,,250,Belsize Road,London,,,+44 20 7624 8044,https://priorytavern.co.uk/,,Tu-Th 17:00-23:00; Fr-Sa 14:00-00:00; Su 13:00-00:00,,,,,,,NW6,NW
,E1,E,way,107796329,way/107796329,51.5180737,-0.0775591,Grapeshots,,,2-3,Artillery Passage,London,,,,,,,,,,,,,E1,E
,W1B,W,way,107803104,way/107803104,51.5106157,-0.1370583,The Glassblower,,Greene King,,,London,,,,https://www.greeneking.co.uk/pubs/greater-london/glass-blower,,,,,,,,,W1B,W
,NW5,NW,way,107827281,way/107827281,51.5503071,-0.1329586,The Rose & Crown,,,71-73,Torriano Avenue,London,,,+44 20 7267 4305,https://www.roseandcrownkentishtown.com/,,Mo-Th 16:00-23:00; Fr 16:00-24:00; Sa 12:00-24:00; Su 12:00-22:30,,,,,,,NW5,NW
,,,way,108038731,way/108038731,51.6634863,-0.0448947,The Red Lion,,,375,Hertford Road,Enfield,,,,https://redlionenfield.co.uk/,,,,,,,,,,
,NW1,NW,way,108251970,way/108251970,51.5236593,-0.1432028,The Greene Man,,Greene King,383,Euston Road,London,,,+44 20 7387 6977,https://www.greeneking-pubs.co.uk/pubs/greater-london/green-man/,Q76984918,Mo-Sa 11:00-23:00; Su 11:00-22:30,,,,,,,NW1,NW
,NW6,NW,way,109187435,way/109187435,51.5350536,-0.1900541,Queens Arms,,,1,Kilburn High Road,London,,,,https://queensarmskilburn.co.uk/,,,,,,,,,NW6,NW
,NW3,NW,way,110467983,way/110467983,51.5578812,-0.1793145,The Holly Bush,,Fuller's,,Holly Mount,London,,,,https://www.hollybushhampstead.co.uk/,Q16994177,,,,,,,,NW3,NW
,W1U,W,way,110479652,way/110479652,51.5161552,-0.1521278,Devonshire Arms,,,7,Duke Street,London,,,,https://thedevonshirepub.co.uk/,,,,,,,,,W1U,W
,NW5,NW,way,110512372,way/110512372,51.5550791,-0.1400504,Junction Tavern,Stonegate,,101,Fortess Road,London,,,+44 20 7485 9400,https://www.junctiontavern.co.uk/,Q97503363,,,,,,,,NW5,NW
,W1W,W,way,110753811,way/110753811,51.5222206,-0.1441885,The Lucky Saint,,,58,Devonshire Street,London,,,,https://luckysaint.co/pages/the-lucky-saint-pub-london-w1,,,,,,,,,W1W,W
,SE19,SE,way,111213087,way/111213087,51.4195028,-0.0812353,The Royal Albert,Southside Pub Company,,42,Westow Hill,London,,,,,,,,,,,,,SE19,SE
,SE26,SE,way,111349153,way/111349153,51.4327769,-0.0726707,The Wood House,Youngs,Young's,39,Sydenham Hill,London,,,+44 20 8693 5666,https://www.thewoodhousedulwich.co.uk/,Q116168104,Mo-We 12:00-23:00; Th-Su 10:00-23:00,,,,,,,SE26,SE
,SW11,SW,way,111787083,way/111787083,51.4796011,-0.1658176,The Prince Albert,,,,,,,,+44 20 7228 0923,https://www.theprincealbertbattersea.co.uk/,,Mo-Sa 11:00-23:00; Su 12:00-10:30,,,,,,,SW11,SW
,SW10,SW,way,112344676,way/112344676,51.4865651,-0.1900741,Finborough Arms,,,118,Finborough Road,London,,,,https://www.finborougharms.co.uk/,,,,,,,,,SW10,SW
,NW6,NW,way,112528246,way/112528246,51.5320252,-0.1914591,Carlton Tavern,,,33,Carlton Vale,London,,,+44 20 7625 4760,https://carltontavern.co.uk/,Q19845020,,,,,,,,NW6,NW
,SW1P,SW,way,112544263,way/112544263,51.4893764,-0.1286818,Morpeth Arms,Young's,Young's,58,Millbank,London,,,,http://www.morpetharms.co.uk/,Q20878182,,,,,,,,SW1P,SW
,WC1N,WC,way,112564610,way/112564610,51.5230913,-0.1190466,The Lamb,Young's,Young's,94,Lambs Conduit Street,London,,,+44 20 7405 0713,https://www.thelamblondon.com/,Q7745280,Mo-We 11:00-23:00; Th-Sa 11:00-24:00; Su 12:00-22:30,,,,,,,WC1N,WC
,W8,W,way,112673208,way/112673208,51.5089768,-0.1949996,The Old Swan,Spirit Pub Company/Greene King,Greene King,206,Kensington Church Street,London,,,,https://www.greeneking.co.uk/pubs/greater-london/old-swan,,"Su-We 12:00-23:00, Th 12:00-24:00, Fr,Sa 12:00-01:00",,,,,,,W8,W
,W8,W,way,112678856,way/112678856,51.4969796,-0.1989743,The Scarsdale Tavern,,Fuller's,23A,Edwardes Square,London,,,+44 20 7937 1811,https://www.scarsdaletavern.co.uk/,Q18161626,,,,,,,,W8,W
,SW1H,SW,way,113115182,way/113115182,51.4974684,-0.1341079,Grafton Arms,,Greene King,2,Strutton Ground,London,,,,https://www.greeneking.co.uk/pubs/greater-london/grafton-arms,,,,,,,,,SW1H,SW
,,,way,113524904,way/113524904,51.3715027,-0.493781,The Holly Tree,,,25,High Street,Addlestone,,,,,,,,,,,,,,
,,,way,113623366,way/113623366,51.3716614,-0.4985061,Waggon & Horses,,,43,Simplemarsh Road,Addlestone,,,,https://www.waggonaddlestone.co.uk/,,,,,,,,,,
,,,way,113734344,way/113734344,51.6567468,-0.0470447,The Sporting Green,,,129,Hertford Road,Enfield,,,,,,,,,,,,,,
,,,way,114298736,way/114298736,51.3690436,-0.4992768,The Queens Arms,,,107,Church Road,Addlestone,,,,,,,,,,,,,,
,E5,E,way,115190097,way/115190097,51.5618815,-0.0457469,Princess of Wales,Young's,Young's,146,Lea Bridge Road,London,,,+44 20 8533 5463,https://www.princessofwalesclapton.co.uk,,Mo-Sa 11:00-23:00; Su 11:00-22:30,,,,,,,E5,E
,W14,W,way,115595349,way/115595349,51.4958307,-0.2080294,The Hand and Flower,Fuller's,Fuller's,1,Hammersmith Road,London,,,+44 20 7371 4105,https://www.handandflower.co.uk/,,,,,,,,,W14,W
,SE1,SE,way,115978901,way/115978901,51.5048097,-0.1105293,The White Hart,,,29,Cornwall Road,London,,,+44 20 7928 9190,https://www.thewhitehartwaterloo.co.uk/,,,,,,,,,SE1,SE
,SW1P,SW,way,116957518,way/116957518,51.49306,-0.138177,Jugged Hare,Fuller's,Fuller's,172,Vauxhall Bridge Road,London,,,+44 20 7828 1543,https://www.juggedharevictoria.co.uk/,,,,,,,,,SW1P,SW
,W6,W,way,117232134,way/117232134,51.4931536,-0.2166475,Latymers,,Fuller's,157,Hammersmith Road,London,,,,https://www.latymershammersmith.co.uk/,,,,,,,,,W6,W
,,,way,117285166,way/117285166,51.4091912,-0.2918407,The Bricklayers Arms,,,53,Hawks Road,Kingston upon Thames,,,,,,,,,,,,,,
,NW5,NW,way,117607358,way/117607358,51.5588883,-0.1486554,Bull & Last,,,168,Highgate Road,London,,,,,,,,,,,,,NW5,NW
,NW5,NW,way,117861610,way/117861610,51.5560545,-0.1462058,The Southampton Arms,,,139,Highgate Road,London,,,,http://www.thesouthamptonarms.co.uk/,,,,,,,,,NW5,NW
,,,way,118387478,way/118387478,51.6709726,-0.0282171,Railway Inn,,,,,,,,,,,,,,,,,,,
,SW1P,SW,way,118720825,way/118720825,51.4951774,-0.1271749,Marquis of Granby,,Nicholson's,41,Romney Street,London,,,,https://www.nicholsonspubs.co.uk/restaurants/london/themarquisofgranbywestminsterlondon,,Mo-Su 10:00-23:00,,,,,,,SW1P,SW
,W1T,W,way,118806519,way/118806519,51.5191444,-0.1367032,The One Tun,Young's,Young's,58-60,Goodge Street,London,,,,https://www.youngs.co.uk/pub-detail.asp?PubID=432,Q132732920,,,,,,,,W1T,W
,,,way,119397108,way/119397108,51.5355462,0.151415,The Admiral Vernon,,,141,Broad Street,Dagenham,,,,,Q113554208,,,,,,,,,
,N1,N,way,119439310,way/119439310,51.5329532,-0.1090953,The Three Johns,,,73,White Lion Street,London,,,,,,,,,,,,,N1,N
,N1,N,way,119476480,way/119476480,51.5317672,-0.111458,The Lexington,,,96-98,Pentonville Road,London,,,+44 20 7837 5371,https://thelexington.co.uk/,Q55076620,,,,,,,,N1,N
,N1,N,way,119903501,way/119903501,51.5333595,-0.1094882,The Alma,,,77-78,Chapel Market,London,,,,,,,,,,,,,N1,N
,SW6,SW,way,120935754,way/120935754,51.486642,-0.1973357,The Lillie Langtry,,,19,Lillie Road,London,,,,https://www.hotellily.co.uk/,,,,,,,,,SW6,SW
,SW7,SW,way,121083434,way/121083434,51.4901297,-0.1769367,Anglesea Arms,,,15,Selwood Terrace,London,,,,,Q27083223,Mo-Su 12:00-22:00,,,,,,,SW7,SW
,SW3,SW,way,121083435,way/121083435,51.4900842,-0.1749576,The Hunter's Moon,,,86,Fulham Road,London,,,+44 20 3904 2270,https://huntersmoonlondon.co.uk/,,,,,,,,,SW3,SW
,W2,W,way,121101761,way/121101761,51.5191374,-0.1953635,The Cow,,,89,Westbourne Park Road,London,,,,http://thecowlondon.co.uk/,,,,,,,,,W2,W
,W2,W,way,121101785,way/121101785,51.5194293,-0.1948285,The Westbourne,,,101,Westbourne Park Villas,London,,,+44 20 7221 5400,https://www.thewestbourne.com/,,Mo-Su 11:00-23:00,,,,,,,W2,W
,,,way,121263594,way/121263594,51.6303291,0.3211533,Ye Olde Green Dragon,,,112,Shenfield Road,,,,,,,,,,,,,,,
,SW7,SW,way,121272357,way/121272357,51.4929281,-0.1812962,The Hereford Arms,,Fuller's,127,Gloucester Road,London,,,+44 20 7370 4988,https://www.herefordarms.co.uk/,,Mo-Sa 11:00-23:00; Su 12:00-21:00,,,,,,,SW7,SW
,SW1X,SW,way,121526242,way/121526242,51.5011212,-0.1569722,The Nags Head,,,53,Kinnerton Street,London,,,,,,,,,,,,,SW1X,SW
,SW1X,SW,way,121526267,way/121526267,51.4996328,-0.1564557,The Alfred Tennyson,,,10,Motcomb Street,London,,,+44 20 7730 6074,,Q27080856,,,,,,,,SW1X,SW
,SW1X,SW,way,121526273,way/121526273,51.5015349,-0.157127,The Wilton Arms,,,,,London,,,,,Q17031191,,,,,,,,SW1X,SW
,SW7,SW,way,121558830,way/121558830,51.4934164,-0.1759347,Zetland Arms,,Greene King,2,Bute Street,London,,,,https://www.greeneking-pubs.co.uk/pubs/greater-london/zetland-arms,Q23301500,,,,,,,,SW7,SW
,NW6,NW,way,121897859,way/121897859,51.5408602,-0.2048174,The Kilburn Arms,,,99-101,Willesden Lane,London,,,+44 20 3561 5854,,,"Su-Tu, Th 07:30-23:00; We, Fr-Sa 07:30-00:00",,,,,,,NW6,NW
,E16,E,way,122187910,way/122187910,51.5088068,0.0393989,Fox@Connaught,,,,Lynx Way,London,,,,,Q26656852,,,,,,,,E16,E
,W9,W,way,122260658,way/122260658,51.5244127,-0.1848884,Prince Alfred,Young's,,5A,Formosa Street,London,,,+44 20 7286 3287,http://www.theprincealfred.com/,Q17018181,,,,,,,,W9,W
,,,way,122317993,way/122317993,51.5322412,0.1470397,Me'An O'Brien's,,,,Goresbrook Road,,,,,,,,,,,,,,,
,,,way,122597484,way/122597484,51.5423875,0.148328,The Lord Denman,,,,Heathway,Dagenham,,,,,,,,,,,,,,
,,,way,122871638,way/122871638,51.5515628,0.1616011,The Eastbrook,,,,Dagenham Road,,,,,,Q16707729,Mo-Su 11:00-23:00,,,,,,,,
,,,way,122888258,way/122888258,51.5527167,0.1350341,The Cherry Tree,,,,Wood Lane,Dagenham,,,,,,,,,,,,,,
,NW6,NW,way,123092742,way/123092742,51.5407196,-0.19623,Coopers Arms,,,164,Kilburn High Road,London,,,+44 20 7644 9951,https://www.coopersarmskilburn.co.uk/,,Mo-Sa 10:00-23:00; Su 11:00-22:00,,,,,,,NW6,NW
,,,way,123125907,way/123125907,51.4019254,-0.295013,The Duke of Buckingham,,,104,Villiers Road,Kingston upon Thames,,,,,,,,,,,,,,
,,,way,123158045,way/123158045,51.4032989,-0.2994967,The Spring Grove,,,,,,,,,,,,,,,,,,,
,WC2E,WC,way,123318572,way/123318572,51.5129662,-0.1236536,The Nags Head,,,10,James Street,London,,,,,Q18379002,,,,,,,,WC2E,WC
,NW10,NW,way,123372224,way/123372224,51.5468723,-0.2302432,Flynn's,,,117,High Road,London,,,,,,,,,,,,,NW10,NW
,NW6,NW,way,123702996,way/123702996,51.5423157,-0.1988336,The Fiddler,,,229,Kilburn High Road,London,,,,,,,,,,,,,NW6,NW
,,,way,123796105,way/123796105,51.5416065,0.113318,The Roundhouse,,,,Lodge Avenue,Dagenham,,,,,Q5208489,,,,,,,,,
,,,way,124121752,way/124121752,51.5610073,0.1498154,The Three Travellers,,,,Wood Lane,Dagenham,,,,,,,,,,,,,,
,NW1,NW,way,125751676,way/125751676,51.5283238,-0.1315923,Royal George,,Greene King,8-14,Eversholt Street,London,,,,https://www.greeneking-pubs.co.uk/pubs/greater-london/royal-george/,,,,,,,,,NW1,NW
,,,way,125935384,way/125935384,51.3717575,-0.4861107,Crouch Oak,,,138,Station Road,Addlestone,,,,,,,,,,,,,,
,N1,N,way,126145232,way/126145232,51.5319865,-0.1090279,The Castle,,,,,,,,,,,,,,,,,,N1,N
,SE24,SE,way,126610395,way/126610395,51.4526477,-0.1007062,The Half Moon,,Fuller's,10,Half Moon Lane,London,,,,https://www.halfmoonhernehill.co.uk/,Q16707737,,,,,,,,SE24,SE
,W8,W,way,128292693,way/128292693,51.5020851,-0.1877493,Goat Tavern,,Greene King,3,Kensington High Street,London,,,,https://www.greeneking.co.uk/pubs/greater-london/goat-tavern,Q23301475,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-22:00",,,,,,,W8,W
,W8,W,way,128292738,way/128292738,51.5010872,-0.1893616,The Greyhound,Taylor Walker,Greene King,1,Kensington Square,London,,,,https://www.greeneking.co.uk/pubs/greater-london/greyhound,Q27080908,"Mo-We,Sa 12:00-23:00; Th,Fr 12:00-00:00; Su 12:00-22:30",,,,,,,W8,W
,W8,W,way,128419853,way/128419853,51.4994337,-0.1883577,Builders Arms,Mitchells & Butlers,,1,Kensington Court Place,London,,,+44 20 7937 6213,http://www.thebuildersarmskensington.co.uk/,,Mo-Sa 11:00-23:00; Su 12:00-22:30,,,,,,,W8,W
,SE1,SE,way,128568070,way/128568070,51.499119,-0.0736765,Marquis of Wellington,Stonegate,,21,Druid Street,London,,,,https://www.crafted-social.co.uk/marquis-of-wellington-bermondsey,,,,,,,,,SE1,SE
,SW17,SW,way,129098674,way/129098674,51.4357093,-0.1601142,The Wheatsheaf,,,2,Upper Tooting Road,London,,,,https://www.thewheatsheafsw17.com,Q97097229,,,,,,,,SW17,SW
,SW17,SW,way,129098686,way/129098686,51.4338461,-0.1632003,The Kings Head,,Greene King,84,Upper Tooting Road,London,,,,https://www.greeneking.co.uk/pubs/greater-london/kings-head-tooting,Q15979032,,,,,,,,SW17,SW
,SW1P,SW,way,129805303,way/129805303,51.4951694,-0.1377979,The Windsor Castle,Samuel Smith,Samuel Smith,23,Francis Street,London,,,,,,,,,,,,,SW1P,SW
,W2,W,way,130524644,way/130524644,51.5148732,-0.1809743,The Cleveland Arms,,,28,Chilworth Street,London,,,+44 20 7706 1759,https://www.theclevelandarms.com/,,Mo-Sa 12:00-23:00; Su 12:00-22:00,,,,,,,W2,W
,SW1P,SW,way,130873539,way/130873539,51.4962998,-0.1358633,The Greencoat Boy,Greene King,Greene King,,,,,,,https://www.greeneking.co.uk/pubs/greater-london/greencoat-boy,,,,,,,,,SW1P,SW
,NW3,NW,way,131196049,way/131196049,51.5568805,-0.168968,The Freemasons Arms,,,,,,,,,https://www.freemasonsarms.co.uk/,,,,,,,,,NW3,NW
,N6,N,way,131925577,way/131925577,51.5705452,-0.1460627,The Duke's Head,,,16,Highgate High Street,London,,,,http://www.thedukesheadhighgate.co.uk,,,,,,,,,N6,N
,NW1,NW,way,132202715,way/132202715,51.5311334,-0.1314202,Cock Tavern,,,23,Phoenix Road,London,,,,,,,,,,,,,NW1,NW
,NW1,NW,way,132319674,way/132319674,51.5282703,-0.129012,The Rocket,Scream,,120,Euston Road,London,,,,,Q18390480,,,,,,,,NW1,NW
,E3,E,way,132612884,way/132612884,51.5279377,-0.0197959,The Bow Bells,,,116,Bow Road,London,,,,http://www.thebowbellspub.co.uk/,,,,,,,,,E3,E
,W1U,W,way,134071472,way/134071472,51.5163697,-0.1497601,The Cock and Lion,,,62,Wigmore Street,London,,,+44 20 7935 8727,http://www.cockandlion.co.uk,,,,,,,,,W1U,W
,W1U,W,way,134708045,way/134708045,51.5176529,-0.150847,Golden Eagle,,,59,Marylebone Lane,London,,,,,,,,,,,,,W1U,W
,W1U,W,way,134708046,way/134708046,51.5171656,-0.1506344,The Coach Makers Arms,,,88,Marylebone Lane,London,,,,https://www.thecoachmakersarms.co.uk/,,,,,,,,,W1U,W
,N17,N,way,134777475,way/134777475,51.5869518,-0.0525083,The Ferry Boat Inn,Heritage Pubs,,1,Ferry Lane,London,,,+44 20 8808 4980,https://www.heritagepubs.co.uk/ferry-boat-tottenham,Q27084059,,,,,,,,N17,N
,SE18,SE,way,135669417,way/135669417,51.4925644,0.0699635,Dial Arch,,,,No 1 Street,London,,,+44 20 3130 0700,https://www.dialarch.com/,,Mo-Su 10:00-23:00,,,,,,,SE18,SE
,,,way,135977599,way/135977599,51.6077167,0.0392717,Railway Tavern,,,126,Snakes Lane East,Woodford Green,,,,,,"Mo-Fr 13:00-24:00, Sa 12:00-00:30, Su 12:00-23:00",,,,,,,,
,SE11,SE,way,136012106,way/136012106,51.4863513,-0.1218284,The Royal Vauxhall Tavern,,,372,Kennington Lane,London,,,,https://www.rvt.org.uk/,Q7374962,Mo-Fr 19:00-00:00; Sa 21:00-02:00; Su 14:00-00:00,,,,,,,SE11,SE
,W1T,W,way,138339524,way/138339524,51.518648,-0.1346453,Fitzroy Tavern,,,16,Charlotte Street,London,,,+44 20 7580 3714,,Q5455720,Mo-Sa 11:00-23:00; Su 12:00-22:30,,,,,,,W1T,W
,N22,N,way,138428151,way/138428151,51.5983238,-0.1197076,The Starting Gate,Castle Pubs,,,Station Road,London,,,+44 20 8889 9436,https://www.thestartinggate.co.uk/,Q26353898,Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 11:00-24:00; Su 11:00-22:30; PH 12:00-23:00,,,,,,,N22,N
,SW13,SW,way,138701168,way/138701168,51.4754816,-0.2389577,Red Lion,Fullers,Fuller's,2,Castelnau,London,,,,https://www.red-lion-barnes.co.uk/,,,,,,,,,SW13,SW
,E17,E,way,139911657,way/139911657,51.5967541,-0.0349075,The Tavern On The Hill,,,318,Higham Hill Road,London,,,,https://www.tavernonthehill.co.uk/,,,,,,,,,E17,E
,SE1,SE,way,140087010,way/140087010,51.5045855,-0.0835456,The Shipwrights Arms,,,88,Tooley Street,London,,,,http://www.shipwrightsarms.co.uk/,Q17361868,,,,,,,,SE1,SE
,E14,E,way,140144150,way/140144150,51.5076763,-0.0245828,The Ledger Building,,Wetherspoon,4,Hertsmere Road,London,,,+44 20 7536 7770,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-ledger-building-docklands,Q122759269,"Mo-Th,Su 09:00-00:00; Fr-Sa 09:00-01:00",,,,,,,E14,E
,SW1A,SW,way,140469340,way/140469340,51.5064582,-0.1275872,The Horse and Guardsman,,,16-18,Whitehall,London,,,,https://www.horseandguardsman.co.uk/,,,,,,,,,SW1A,SW
,SW1A,SW,way,140515796,way/140515796,51.506152,-0.1267234,The Clarence,Young's,Young's,53,Whitehall,London,,,+44 20 7930 4808,http://www.theclarencewhitehall.co.uk,Q28026682,Mo-Sa 11:00-23:00; Su 12:00-23:00,,,,,,,SW1A,SW
,WC2N,WC,way,140517896,way/140517896,51.5073504,-0.1252287,The Sherlock Holmes,Greene King,Greene King,10-11,Northumberland Street,London,,,,https://www.greeneking-pubs.co.uk/pubs/greater-london/sherlock-holmes/,Q17021649,,,,,,,,WC2N,WC
,,,way,140673235,way/140673235,51.4004004,-0.1831173,Surrey Arms,,,,Morden Road,Mitcham,,,,,,,,,,,,,,
,EC3N,EC,way,141393953,way/141393953,51.5111875,-0.0788842,The Crutched Friar,,,39-41,Crutched Friars,London,,,+44 207 488 3243,https://www.pubanddining.co.uk/crutched-friar-aldgate/food-and-drink,,Mo-Fr 11:00-23:00; Th 11:00-24:00; Sa 12:00-22:00,,,,,,,EC3N,EC
,E10,E,way,142241624,way/142241624,51.5748085,-0.011355,King William IV,,,816,High Road Leyton,London,,,+44 20 8556 2460,https://williamthefourth.co.uk/,,12:00-23:00,,,,,,,E10,E
,SE24,SE,way,142242672,way/142242672,51.4538252,-0.1065026,The Prince Regent,,,69,Dulwich Road,London,,,,,,,,,,,,,SE24,SE
,WC2N,WC,way,142300246,way/142300246,51.509575,-0.1266761,The Chandos,Samuel Smith,Samuel Smith,29,St Martin's Lane,London,,,+44 20 7836 1401,https://thechandos.co.uk/,Q108940306,Mo-Th 11:00-23:00; Fr-Sa 10:00-23:00; Su 10:00-22:30,,,,,,,WC2N,WC
,N7,N,way,142306062,way/142306062,51.5599653,-0.1150308,The Eaglet,Stonegate,,124,Seven Sisters Road,London,,,,https://www.craftunionpubs.com/eaglet-pub-finsbury,,Mo-Sa 11:00-23:00; Su 11:00-22:00,,,,,,,N7,N
,N7,N,way,142306063,way/142306063,51.5585397,-0.1175976,The Enkel Arms,,,,,,,,,,,,,,,,,,N7,N
,E5,E,way,142313535,way/142313535,51.5622017,-0.0572595,The Crooked Billet,,,84,Upper Clapton Road,London,,,+44 20 3058 1166,https://e5crookedbillet.co.uk,,"Mo 16:00-23:00; Tu-We,Su 12:00-23:00; Th-Sa 12:00-24:00",,,,,,,E5,E
,E8,E,way,142371465,way/142371465,51.5463204,-0.0553781,Cock Tavern,,,315,Mare Street,London,,,,https://thecocktavern.co.uk/,,"Mo-Th 12:00-23:00, Fr,Sa 12:00-01:00, Su 12:00-22:30",,,,,,,E8,E
,E2,E,way,142371494,way/142371494,51.5334377,-0.0575255,The Hare,,,505,Cambridge Heath Road,London,,,,,,"Mo-Th 16:00-24:00; Fr,Sa 12:00-24:00; Su 12:00-22:30",,,,,,,E2,E
