pub_name,address
The Dog House,"Fox And Hounds Public House, 62 Walton Street, Walton On The Hill, Surrey KT20 7RU"
Fox At Excel Bar & Restaurant,"Fox At Excel, Warehouse K, 2 Western Gateway, Canning Town E16 1DR"
Fox On The Green,"Fox On The Green, 1 Islington Green, London, N1 2xh N1 2XH"
The Fox On The Hill,"Fox On The Hill, 149-153, Denmark Hill, London SE5 8EH"
Fox Under The Hill,"Fox Under The Hill 286 Shooters Hill Road, Blackheath, Greenwich SE18 4LT"
Baldwyns Freeholders Association & Club,"Freeholders Association, Baldwyns Park, Bexley, Kent DA5 2BA"
Freelands Tavern,"Freelands Tavern 31 Freelands Road, Bromley BR1 3HZ"
Friary Park Bowling Club,Friary Park Friary Road London N20 0NR
The Dove,"Friday Hill, Chingford, London E4 6EL"
Little Blue Door,"Fulham Wine Rooms, 871 - 873 Fulham Road, London SW6 5HP"
Fulwell Golf Club Limited,"Fulwell Golf Club Wellington Road, Hampton, Richmond Upon Thames TW12 1JY"
Mcgovern Park,"Gaelic Athletic Association, West End Road, Ruislip HA4 6QX"
Barking Rugby Union Football Club,"Gale Street, Dagenham RM9 4TX"
The Wharf,"Galleon Boulevard, Crossways Business Park, Dartford, Kent DA2 6QE"
Galvaniser's Ph,"Galvaniser's Ph, 2 Devas Street, London E3 3FD"
The Duke Of York,"Ganwick Corner, Barnet Road, Barnet, Hertfordshire EN5 4SG"
The Gardeners Arms,"Gardeners Arms 107 London Road, Mitcham, Merton CR4 2JA"
The Archer,"Garron Lane, South Ockendon, Essex RM15 5JU"
George And Dragon,"George & Dragon George And Dragon Public, High Street, Thames Ditton, Surrey KT7 0RY"
George & Dragon (bar Only) | Sabai @ George & Dragon,"George And Dragon, 183 High Street, Acton W3 9DJ"
George & Dragon,"George And Dragon 2 Blackheath Hill, Greenwich SE10 8DE"
George And Dragon,"George And Dragon 26 High Street, Downe, Orpington BR6 7UT"
George & Dragon,"George And Dragon Ph, 176 High Street, Yiewsley UB7 7BE"
George Public House,"George, Church Lane, London NW9 8SN"
The George Inn,"George Inn, 75-77, Borough High Street, London SE1 1NH"
George Iv Woolwich,"George Iv 120 Rectory Place, Woolwich, Greenwich SE18 5BY"
The George Iv,"George Iv Public House, 185 Chiswick High Road, Chiswick W4 2DR"
Mad George Tavern,"George Tavern, 373 Commercial Road, London E1 0LA"
Moon On The Hill,"Georgian Mansions, 5-9 Hill Road, Sutton SM1 1DZ"
Glebe Football Club,"Glebe Football Club Foxbury Avenue, Chislehurst BR7 6SD"
St Johns Community Association Social Club,"Glengall Grove, London E14 3NE"
Cambridge Harriers,"Glenhurst Avenue, Bexley, Kent DA5 3QW"
Goals Soccer Centre,"Goals Soccer Centre Elmers End Road, Beckenham BR3 4EJ"
Goals Soccer Centre Heathrow,"Goals Soccer Centre, Shepiston Lane, Hayes UB3 1LL"
Goals Soccer Centre,"Goals Soccer Centre, Springfield Road, Hayes UB4 0LP"
Goals Soccer Centre,"Goals Soccer Centre, Syon Lane, Isleworth TW7 5PT"
Godet,"Godet, Ground Floor, 382 Essex Road, London N1 3PF"
The Golden Fleece,"Golden Fleece Public House, 8-9 Queen Street, London EC4N 1SP"
The Golden Grove,"Golden Grove Public House, 146 - 148 The Grove, Stratford, London E15 1NS"
The Golden Heart,"Golden Heart Public House, 110 Commercial Street, London E1 6LZ"
The Golden Lion,"Golden Lion, 57 Fulham High Street, London SW6 3JJ"
Goldsmiths Arms,"Goldsmiths Arms 3 Croydon Road, Penge, London SE20 7TJ"
Student Union Bar (2nd Floor),"Goldsmiths Students' Union, Dixon Road, London SE14 6NW"
Brent Valley Golf Club,"Golf Club, Brent Valley Municipal Golf Course, 138 Church Road, Hanwell W7 3BE"
Coombe Hill Golf Club,"Golf Club Drive, Kingston Upon Thames KT2 7DF"
Urban Golf Smithfields,"Golf Club Jarvis House, 12 Smithfield Street, London EC1A 9LA"
The Good Intent Public House,"Good Intent Public House, 24-26, East Street, London SE17 2DN"
Good Samaritan,"Good Samaritan, 87 Turner Street, London E1 2AE"
Goodhart-rendel Community Hall,"Goodhart Rendel Community Hall Cranmore Lane, West Horsley, Surrey KT24 6BT"
Goodmans Field,"Goodman Field Public House Gro, 87-91 Mansell Street, London E1 8AP"
Goodmayes Bowling Club,"Goodmayes Park, Abbotsford Road, Goodmayes IG3 9QY"
The Gordon Arms,"Gordon Arms 47 Park Road, Chislehurst BR7 5AY"
Gravesend Sailing Club,"Gordon Promenade East, Gravesend, Kent DA12 2RN"
Gravesend Rowing Club,"Gordon Promenade, Gordon Place, Gravesend, Kent DA12 2BS"
South Woodford Bowling Club,"Gordon Road, South Woodford E18 1DR"
The Roohin Pub,"Gorringe Park Hotel 29 London Road, Tooting, Merton SW17 9JR"
East Molesey Cricket Club,"Graburn Way, East Molesey, Surrey KT8 9AL"
Goals Bexleyheath At Bexleyheath School,"Graham Road, Bexleyheath, Kent DA6 7DA"
Grand Junction Arms,"Grand Junction Arms, Acton Lane, London NW10 7AD"
Grand Palace,"Grand Palace 1st Floor, 242 High Road, Wood Green, London N22 8JX"
The Grange Pub & Dining Room,"Grange Hotel, Warwick Road, Ealing W5 3XH"
Grapeshots,"Grapeshots, 2-3 Artillery Passage, London E1 7LJ"
Graveney & Meadow,"Graveney And Meadow 40 Mitcham Road, London, Wandsworth SW17 9NA"
The Great Northern Railway Tavern,"Great Northern Railway Tavern, 67 High Street, Hornsey, London N8 7QB"
"The Green Man Pub, Restaurant & Tapas Bar","Green Man, 109 High Street, London NW10 4TS"
The Green Man,"Green Man, Green Man Lane, Feltham TW14 0PZ"
Green Man Pub,"Green Man Hotel, Dagmar Avenue, Wembley HA9 8DF"
Green Man Public House,"Green Man Public House, Basement And Ground Floors, 144 Essex Road, London N1 8LX"
Rose & Crown,"Green Road, Thorpe TW20 8QL"
Sunbury Conservative Club,"Green Street, Sunbury On Thames, Surrey TW16 6RA"
Greenford Conservative Club,"Greenford Conservative Club, Courthope Road, Greenford UB6 8PY"
Greenford Tennis Club,"Greenford Tennis Club, 76 Ravenor Park Road, Greenford UB6 9QY"
The Barrington,Greenhill Parade Great North Road Barnet EN5 1EU
Greenhithe & Swanscombe Rbl Social Club Ltd,"Greenhithe Royal British Legion Social Club, London Road, Greenhithe, Kent DA9 9EJ"
The Grey Horse,"Grey Horse Public House, 63 Staines Road East, Sunbury On Thames TW16 5AA"
The Greyhound,"Greyhound, 109, Peckham High Street, London SE15 5SE"
Grosvenor Arms,"Grosvenor Arms 204 Garratt Lane, London, Wandsworth SW18 4ED"
10 Below,"Ground Floor 1 - 4 Station Buildings Southend Road, Beckenham BR3 1SD"
The Leather Saddle,"Ground Floor, 138 Broadway, West Ealing W13 0TL"
Amaro Bar,"Ground Floor, 15 Kensington High Street, London W8 5NP"
Angelique's Wine House,"Ground Floor 18-19 St Christopher's Place, London W1U 1NL"
Simmons Bar,"Ground Floor 4 Golden Square, London W1F 9HT"
Jazzbourne,"Ground Floor, 443 New Cross Road, London SE14 6TA"
Loco's Bar,"Ground Floor Hamilton Centre Brunel University, Kingston Lane, Uxbridge UB8 3PH"
Archer Street Clapham,"Ground Floor Lansdowne House 3 - 7 Northcote Road, London, Wandsworth SW11 1NG"
Barts,"Ground Floor Rear And First Floor Chelsea Cloisters, Sloane Avenue, London SW3 3EL"
The Golden Goose,"Ground Floor Retail Unit, 13-15 Leadenhall Market, London EC3V 1LR"
The Editors Tap,"Ground Floor Retail Unit, 5 - 11 Fetter Lane, London EC4A 1BR"
A Pint Of Hops,"Ground Floor Shop, 73 Churchfield Road, Acton W3 6AX"
88 Lounge Ltd,"Ground Floor Unit, 199-201 Lewisham Way, London SE4 1UY"
Blackheath Cricket Club,"Groundsmans House Blackheath Sports Club Rectory Field Charlton Road, Charlton, Greenwich SE7 7EY"
Ember Sports Club,"Grove Way, Esher, Surrey KT10 8HL"
Guildford Arms,"Guildford Arms 55 Guildford Grove, Greenwich SE10 8JY"
The Gun,"Gun Tavern Public House, 27 Cold Harbour, London E14 9NS"
Gunners Public House,"Gunners Public House, 204 Blackstock Road, London, N5 1en N5 1EN"
Guy's Bar,"Guys Bar Boland House, St Thomas Street, London SE1 4RT"
Club Level 4,"H7, 35 Harbet Road, London N18 3HT"
The Red Lion,"Hackbridge Road, Hackbridge SM6 7AX"
The Optimist Tavern,"Hacton Lane, Hornchurch RM14 2XY"
Hadley Football Club,Hadley Football Club Brickfield Lane Barnet EN5 3LD
Hadley Wood Lawn Tennis Club,"Hadley Wood Tennis Club, Hadley Wood Open Space, Crescent East, Barnet EN4 0EL"
Hainault Forest Golf Club (private),"Hainault Forest Golf Course, Romford Road, Chigwell IG7 4QW"
Hainault Bowls Club,"Hainault Recreation Ground, Forest Road, Hainault IG6 3SL"
Nero Lounge Restautant,"Halewood Way, Rainham RM13 8RW"
Half Moon,"Half Moon, 213-233 Mile End Road, London E1 4YU"
The Half Moon Inn,"Half Moon Inn 93 Lower Richmond Road, London, Wandsworth SW15 1EU"
West London Trades Union Club,"Hall, 33 - 35 High Street, Acton W3 6ND"
Miller And Carter,"Hall Place, Bourne Road, Bexley, Kent DA5 1PQ"
Eventim Apollo,"Hammersmith Apollo, Queen Caroline Street, London W6 9QH"
Belushi's And St Christopher's,"Hammersmith Broadway, London W6 7AB"
Hammersmith Club,"Hammersmith Club Society, 11 Rutland Grove, London W6 9DH"
Hampton And Richmond Football Club,"Hampton Football Club Station Road, Hampton, Richmond Upon Thames TW12 2BX"
Hampton Social Club,"Hampton Social Club 26 Ashley Road, Hampton, Richmond Upon Thames TW12 2JA"
Hand & Shears Public House,"Hand And Shears Public House, 1 Middle Street, London EC1A 7JA"
The Hand & Spear,"Hand And Spear, Old Heath Road, Weybridge, Surrey KT13 8TX"
Hare & Billet,"Hare And Billet, 1a Eliot Cottages, Hare And Billet Road, Blackheath SE3 0QJ"
Hare And Hounds,"Hare And Hounds 214 - 216 Upper Richmond Road West, East Sheen, Richmond Upon Thames SW14 8AH"
The Hare And Hounds,"Hare And Hounds, Windmill Lane, Isleworth TW7 5PR"
Hare Hill Social Club,"Hare Hill Social Club, Ledger Drive, Addlestone KT15 1AT"
The Hare,"Hare Tavern Public House, 505 Cambridge Heath Road, London E2 9BU"
Harefield Community Accociation,"Harefield Community Centre, Priory Avenue, Harefield UB9 6AP"
Harefield Cricket Club,"Harefield Cricket Club, Breakspear Road North, Harefield UB9 6NE"
Harefield United Football Club,"Harefield United Football Club, Breakspear Road North, Harefield UB9 6NE"
Harold Wood Sports Association,"Harold View, Harold Wood RM3 0LX"
Harolds Park Riding Centre,"Harolds Park Riding Centre Equestrian Centre, Harolds Park Farm, Nazeing Common, Nazeing EN9 2SF"
Hennessy Concession/hennessy Boutique,"Harrods, 87-135 Brompton Road, London SW1X 7XL"
The Harrow Inn,"Harrow Inn, 140 - 142 Charlton Road, Shepperton TW17 0RJ"
Harrow Inn,"Harrow Inn 309 Farleigh Road, Warlingham, Surrey CR6 9EL"
Harrow Bowls Club,"Harrow Recreation Ground, Hindes Road HA1 1RR"
Hartley Social Club,"Hartley & District Social Club Ltd, Ash Road, Hartley, Longfield DA3 8EH"
Harvest Home Pub,"Harvest Home, 27 Beddington Lane, Beddington CR0 4TG"
Pitch Golf Studio,"Hasilwood House, 60-64 Bishopsgate, London EC2N 4AW"
The Haven Arms (bar Only),"Haven Arms, 33 Haven Lane, Ealing W5 2HZ"
Hawkins Forge,"Hawkins Forge 110 Battersea Rise, London, Wandsworth SW11 1EJ"
Hayes & Harlington Conservative Asso,"Hayes Conservative Club, 141 Church Road, Hayes UB3 2LE"
Hayes Cricket Club (bar),"Hayes Cricket Club Pavillion The Green, Wood End, Hayes UB3 2RJ"
Hayes Working Mens Club,"Hayes Working Mens Club And Institute Limited, Pump Lane, Hayes UB3 3NB"
Luxe London,"Haymarket House 28-29 Haymarket, London SW1Y 4SP"
The Fox,"Heath Road, Chadwell St Mary, Essex RM16 3AP"
Hemingford Arms Public House,"Hemingford Arms Public House, 158 Hemingford Road, London, N1 1df N1 1DF"
Hen & Chickens Public House,"Hen & Chickens Public House, 109 St Paul's Road, London, N1 2na N1 2NA"
Hendon Golf Club,Hendon Golf Club Ashley Walk London NW7 1DG
Hendon Rifle Club,Hendon Rifle Club Cool Oak Lane London NW9 7NB
Hendon Rugby Football Club,Hendon Rugby Football Club Greenlands Lane London NW4 1RL
Hendon Sea Training Corps,Hendon Sea Cadet Hall Cool Oak Lane London NW9 7ND
The Cock Inn,"Henley Street, Luddesdown, Kent DA13 0XB"
The Henry Addington,"Henry Addington, 22-28 Mackenzie Walk, London E14 4PH"
The Chertsey And District Ss And Nr Club,"Heriot Road, Chertsey KT16 9DR"
The Herne Tavern,"Herne Hill Tavern, 2, Forest Hill Road, London SE22 0RR"
Hersham Bowling Club,"Hersham Bowls Club, Coronation Recreation Ground, Molesey Road, Hersham KT12 4QZ"
Hersham Golf Club,"Hersham Village Golf Club, Assher Road, Hersham, Walton-on-thames KT12 4RA"
Heston Catholic Social Club,"Heston Catholic Club, Eton Avenue, Hounslow TW5 0HB"
The George,"Hever Court Road, Gravesend, Kent DA12 5UQ"
High Elms Golf Club,"High Elms Golf Course Club House High Elms Road, Downe, Orpington BR6 7JL"
Tollgate Tavern Public House,"High Road, Chadwell Heath RM6 6QT"
Chipstead Hardcourt Tennis Club,"High Road, Chipstead, Surrey CR5 3QN"
Chipstead Rugby Football Club,"High Road, Chipstead, Surrey CR5 3SB"
"Chipstead Football Club | Chipstead, Coulsdon And Walcountians Cricket Club","High Road, Chipstead, Surrey CR5 3SF"
New Southgate Conservative Club,"High Road, London N11 1PP"
The Dog And Partridge,"High Road, North Stifford, Grays, Essex RM16 5UQ"
The Foxhound,"High Road, Orsett, Essex RM16 3ER"
The Bulls Head,"High Road, Turnford, Hertfordshire EN10 6BZ"
The Woolpack Public House,"High Street, Banstead, Surrey SM7 2NZ"
The Black Horse,"High Street, Bean, Kent DA2 8AS"
Esher Bowling Club,"High Street, Esher, Surrey KT10 9RP"
The Castle Hotel,"High Street, Eynsford, Kent DA4 0AB"
Pied Bull,"High Street, Farningham, Dartford, Kent DA4 0DG"
The Lion,"High Street, Farningham, Dartford, Kent DA4 0DP"
Highbury,"Highbury, Ground Floor, 66a Drayton Park, London N5 1ND"
Gatehouse,"Highgate West Hill, London N6 6JS"
The Hill,"Hill, The Hill, 45-47 Dartmouth Road, London SE23 3HN"
Hillingdon Athletic Club,"Hillingdon Athletics Club, 206 Bury Street, Ruislip HA4 7TJ"
Hillingdon Canal Club,"Hillingdon Canal Club, Waterloo Road, Uxbridge UB8 2QX"
Hillingdon Golf Club Bar,"Hillingdon Golf Club, 18 Dorset Way, Uxbridge UB10 0JR"
Hoe Street Club & Institute,"Hoe Street Club And Institute 9a Hoe Street, Walthamstow, London E17 4SD"
Southgate Royal British Legion,"Hollies Hall, Nursery Road, London N14 5QD"
Spouters Corner,"Hollywood Green, 180 High Road, Wood Green, London N22 6EJ"
Holtwhites Sports & Social,"Holtwhites Hill Sports Ground, 1 Kirkland Drive, Enfield EN2 0RU"
Fishers Green Sailing Club,"Holyfield Road, Waltham Abbey, Essex EN9 2EG"
Hampton Court Palace Golf Club,"Home Park Hampton Court Road, Kingston Upon Thames, Richmond Upon Thames KT1 4AD"
Hooley Social Club,"Hooley Community Centre, Maple Way, Hooley, Surrey CR5 3RP"
The Hop Poles,"Hop Poles, 17 - 19 King Street, London W6 9HR"
Hope & Anchor,"Hope And Anchor Public House, 14 Newby Place, London E14 0EY"
Horangee Pocha,"Horangee Pocha Crown And Anchor, 116, New Kent Road, London SE1 6TU"
The Horseshoe Inn,"Horseshoe, 26, Melior Street, London SE1 3QP"
Horseshoes Public House,"Horseshoe Hill, Waltham Abbey, Essex EN9 3SN"
Banquetting By Wainwright,"Hounslow Conservative Club, Gresham Road, Hounslow TW3 4BX"
Howling Hops,"Howling Hops Unit 9 Queens Yard, 43 White Post Lane, London E9 5EN"
Hoxley And Porter,"Hoxley And Porter, 153 Upper Street, London, N1 1ra N1 1RA"
Humble Grape,"Humble Grape, 18-20 Mackenzie Walk, London E14 4PH"
Hungerford Arms,"Hungerford Arms Public House, 240 Commercial Road, London E1 2NB"
The Freeman Arms,"Hungry Horse, 77 Feltham Road, Ashford TW15 1BS"
Hurlingham Yacht Club,"Hurlingham Yacht Club 43a Deodar Road, London, Wandsworth SW15 2NP"
Hwk Coffee And Bar,"Hwk3 Ltd Unit 2&5b, 29 White Post Lane, London E9 5EN"
Ickenham Cricket Club,"Ickenham Cricket Club Pavilion, Oak Avenue, Ickenham UB10 8UT"
Ilford Golf Club,"Ilford Golf Club, 1 Albatross Lane, Ilford IG1 3FL"
Metropolitan Police,"Imber Court Sports Club Imber Court Sports, Ember Lane, East Molesey, Surrey KT8 0BT"
Imperial Arms,"Imperial Arms Old Hill, Chislehurst BR7 5LZ"
Imperial College Boat Club,"Imperial College Boat Club Embankment, London, Wandsworth SW15 1LB"
Indian Gymkhana Club,"Indian Gymkhana Club Ltd, Thornbury Avenue, Isleworth TW7 4NQ"
Pegasus Bar,"Inner Temple Treasury, The Terrace, London EC4Y 7HL"
Dartford Invicta Bowls Club,"Invicta Sports Ground, Burnham Road, Dartford, Kent DA1 5AL"
Island Barn Reservoir Sailing Club,"Island Barn Sailing Club, Island Barn Reservoir, Ray Road, West Molesey KT8 2LF"
Island Queen,"Island Queen, Ground Floor, 87 Noel Road, London N1 8HD"
Islington Arts Club,"Islington Arts Club, 235 Upper Street, London, N1 1ru N1 1RU"
Islington Sports Bar & Grill,"Islington Sports Bar & Grill, 274 Holloway Road, London, N7 6ne N7 6NE"
Islington Town House,"Islington Town House, Ground Floor, 13 Liverpool Road, London N1 0RW"
Ivy Leaf Memorial Club,"Ivy Leaf Club, 8 Wellington Road, Uxbridge UB8 2AP"
Ivy Leaf Club,"Ivy Leaf Club, Wimpole Road, West Drayton UB7 7RJ"
Frenford Club,"Jack Carter Centre, The Drive, Cranbrook IG1 3PS"
Karaoke Box,"Jarvis House, 12 Smithfield Street, London EC1A 9LA"
Mccafferty's Freehouse,"Jd Lounge, 25 Broadwalk HA2 6ED"
The Village Green,"John Baird Public House, 122 Fortis Green Road, Hornsey, London N10 3HN"
Abridge Cricket Club,"John Lockwood Ground, Hoe Lane, Romford, Lambourne RM4 1AX"
The Joiners Arms,"Joiners Arms, 35, Denmark Hill, London SE5 8RS"
The Joiners,Joiners Arms 51 Ballards Lane London N3 1XP
Jolly Butcher,"Jolly Butcher Public House, 174 Kingston Road, Staines-upon-thames TW18 1PE"
The Jolly Farmer,"Jolly Farmers, 7 Purley Road, Purley CR8 2HA"
The Jolly Gardeners,"Jolly Gardeners 214 Garratt Lane, London, Wandsworth SW18 4EA"
Jolly Gardeners,"Jolly Gardeners 61 - 63 Lacy Road, London, Wandsworth SW15 1NR"
The Jolly Millers,"Jolly Millers, East Hill, South Darenth, Kent DA4 9AN"
Jolly Woodman,"Jolly Woodman 9 Chancery Lane, Beckenham BR3 6NR"
Dartford Clay Shooting Club,"Joyce Green Farm, Joyce Green Lane, Dartford, Kent DA1 5PN"
Judges,"Judge's Hill, Northaw, Hertfordshire EN6 4NL"
Juju's Bar & Stage,"Juju's, 15 Hanbury Street, London E1 6QR"
Kcs Kitchen At The Carpenters,"Kcs Kitchen At The Carpenters Carpenters Arms, 99 Smarts Lane, Loughton, Essex IG10 4BP"
Keg & Cask Pub,"Keg And Cask Pub, 286 Bath Road, Hounslow TW4 7DN"
Henderson Sports & Social Club,"Kenilworth Avenue, Romford RM3 9NE"
Mayfield Athletic Club,"Kenmare Gardens, London N13 5DR"
Kennedy's Public House,"Kennedy's Public House, 297 Caledonian Road, London, N1 1eg N1 1EG"
The Dog House,"Kennington Road, London SE11 6BY"
Duck In The Pond Public House,"Kenton Lane, Harrow HA3 6AA"
Tap On The Line,"Kew Gardens Railway Station Station Parade, Richmond, Richmond Upon Thames TW9 3PZ"
P Bar Crusaders Sports Club,"King George V Playing Fields, Mutton Lane, Potters Bar, Hertfordshire EN6 3BN"
Corinthian Casuals Football Club,"King George's Recreation Ground, Queen Mary Close, Chessington KT6 7NA"
King Harolds Head,"King Harolds Head Ph Nazeing Common, Nazeing, Waltham Abbey, Essex EN9 2RY"
King William Iv,"King William Iv Ph, 392 Sipson Road, Sipson UB7 0HT"
King's Head Public House,"King's Head Public House, 126 Blackstock Road, London, N4 2dr N4 2DR"
Kings Arms,"Kings Arms, 110 Uxbridge Road, Hanwell W7 3SU"
Kings Arms,"Kings Arms, 11a Buckfast Street, London E2 6EY"
King's Arms,"Kings Arms 16 King William Walk, Greenwich SE10 9JH"
Kings Arms,"Kings Arms, 251, Tooley Street, London SE1 2JX"
The Kings Arms,"Kings Arms Public House, 156 Broadway, Bexleyheath, Kent DA6 7DW"
Woodford Bowling Club Limited,"Kings Avenue, Woodford Green IG8 0JA"
Eastcote Hockey And Badminton Club,"Kings College Playing Fields, Kings College Road, Ruislip HA4 1JZ"
Kings Head Public House,"Kings Head, 2 Crouch End Hill, Hornsey, London N8 8AA"
Kings Head Public House,"Kings Head Public House 1 Roehampton High Street, London, Wandsworth SW15 4HL"
Kings Head Public House,"Kings Head Public House, 115 Upper Street, London N1 1QN"
The Kings Head,"Kings Head Public House, 65 Bexley High Street, Bexley, Kent DA5 1AA"
The Theobald Arms,"Kings Walk, Grays, Essex RM17 6HR"
The Kingsfield Arms Public House,"Kingsfield Arms Public House, 111 Bessborough Road HA1 3DF"
The Brookhouse,"Kingshill Avenue, Hayes UB4 8BZ"
Hayes Rugby Football Club,"Kingshill Avenue Rugby Club, Kingshill Avenue, Hayes UB4 8BZ"
Afc Kingston Youth Service,"Kingsnympton Youth And Community Centre, Kingsnympton Park, Kingston Upon Thames KT2 7RP"
The Star,"Kingston Road, Malden Rushett, Leatherhead KT22 0DP"
Everest Spice Lounge,"Kitchen @ The Airman, Hanworth Road, Feltham TW13 5AX"
Knight Of Aveley South Ockendon,"Knight Of Aveley, Derry Avenue, South Ockendon, Essex RM15 5LN"
The Horns Tavern,"Knight's Hill, London SE27 0JD"
Hoddesdon Labour Club,"Labour Hall, Rye Road, Hoddesdon, Hertfordshire EN11 0JR"
Lady Mildmay,"Lady Mildmay, 92 Mildmay Park, London, N1 4pr N1 4PR"
Ladybird,"Ladybird, Basement And Ground Floor, 70 Upper Street, London N1 0NY"
The Lamb Tavern,"Lamb Tavern Public House, 10-12 Leadenhall Market, London EC3V 1LR"
Banstead Village Club,"Lamborn Place, 26 High Street, Banstead, Surrey SM7 2LJ"
Club Langley,"Langley Park Sports And Social Club Hawksbrook Lane, Beckenham BR3 3SR"
Lanterna,"Lanterna, 6 Wyke Road, London E3 2XD"
Large Glass,"Large Glass, 392-394 Caledonian Road, London, N1 1dn N1 1DN"
Kings Arms,"Larrik, 425 New King's Road, London SW6 4RN"
The Bulls Head,"Laud Street, Croydon CR0 1SX"
Lavins Irish Bar,"Lavin's, 97 Uxbridge Road, Hanwell W7 3ST"
Le Chapeau Cloche,"Le Chapeau Cloche, 3 Theberton Street, London, N1 0qy N1 0QY"
The Old Red Lion,"Leacroft, Staines-upon-thames TW18 4PB"
Gravesend Boat,"Leander Drive, Gravesend, Kent DA12 4NQ"
The Ledger Building,"Ledger Building, 4 Hertsmere Road, London E14 4AL"
The Leigham Well,"Leigham Arms, 1 - 3 Wellfield Road, London SW16 2BT"
Leman Bar,"Leman Bar, 19a Leman Street, London E1 8EN"
Leman Street Tavern,"Leman Street Tavern Unit 3 North West Block, Goodman's Fields, London E1 8PT"
Leyton House Working Mens Club And Institute,"Leyton House Working Mens Club, 200 Chandos Road, Stratford, London E15 1TB"
Malden Bowling Club,"Lime Grove, New Malden KT3 3TW"
Lincoln Lounge,"Lincoln Lounge, 52 York Way, London, N1 9ab N1 9AB"
London Corinthian Club,"Linden House, 60 Upper Mall, London W6 9TA"
Falcon Harvester,"Lingfield Crescent, Eltham, London SE9 2RN"
Little Angel Theatre,"Little Angel Theatre, Little Angel Theatre, 14 Dagmar Passage, London N1 2DN"
Littleton Sailing Club,"Littleton Lane, Shepperton TW17 0NF"
The Bull,"Lombard Street, Horton Kirby, Kent DA4 9DF"
London Cocktail Club,"London Cocktail Club, 9 Cabot Square, London E14 4EB"
London Cocktail Club Sclater Street,"London Cocktail Club Slater Street Comm Unit 12 Avant Garde Building, 29 Sclater Street, London E1 6HT"
West London Golf Centre,"London Golf Centre, Ruislip Road, Northolt UB5 6RD"
Park Lane Club (casino),"London Hilton 22 Park Lane, London W1K 1BE"
London Hospital Tavern,"London Hospital Tavern, 176 Whitechapel Road, London E1 1BJ"
Spirit Of Man,"London Metal Exchange, 56 Leadenhall Street, London EC3A 2BJ"
London Rowing Club,"London Rowing Club Embankment, London, Wandsworth SW15 1LB"
The Three Tuns,"London School Of Economics East Building Houghton Street, London WC2A 2AE"
Travellers Home Public House,"Long Lane, Bexleyheath, Kent DA7 5AR"
Barking Indoor Bowls,"Longbridge Road, Barking IG11 8TA"
The Lord Aberconway,"Lord Aberconway Public House, 73 Old Broad Street, London EC2M 1QT"
The Lord Clyde,"Lord Clyde, 27, Clennam Street, London SE1 1ER"
Lord Denman Ph,"Lord Denman Ph, 270-272 Heathway, Dagenham RM10 8QS"
The Lord Holmesdale,"Lord Homesdale 184 Homesdale Road, Bromley BR1 2QZ"
Lord Kitchener,Lord Kitchener 49 East Barnet Road Barnet EN4 8RN
The Lord Morpeth Ph,"Lord Morpeth Public House, 402 Old Ford Road, London E3 5NR"
Lord Napier,"Lord Napier, 25 White Post Lane, London E9 5EN"
The Lord Nelson,"Lord Nelson, 32 Lower Road, Sutton SM1 4QP"
The Lord Nelson,"Lord Nelson, 386, Old Kent Road, London SE1 5AA"
The Lord Nelson,"Lord Nelson Public House, 1-1a Manchester Road, London E14 3BD"
The Palmerston,"Lord Palmerston, 91, Lordship Lane, London SE22 8EP"
Walton Heath Social Club,"Lord Riddell Memorial Hall, Meadow Walk, Walton On The Hill, Surrey KT20 7UF"
Lords Tavern,"Lords Tavern St John's Wood Road, London NW8 8QP"
The Loughton Club,"Loughton Club, 8 Station Road, Loughton, Essex IG10 4NZ"
Loughton Cricket Club,"Loughton Cricket Club, The Uplands, Loughton, Essex IG10 1NQ"
The Lounge Bar,"Lounge Bar, Unit 4 Ground Floor, Lakeside Business Village, Fleming Road RM16 6EW"
Love Shack,"Love Shack Railway Arches, 297-299 Cambridge Heath Road, London E2 9HA"
Lucky Voice,"Lucky Voice, 173-174 Upper Street, London, N1 1xs N1 1XS"
The Lion,"Luddesdown Road, Luddesdown, Kent DA13 0XE"
Lullingstone Castle,"Lullingstone Castle, 2 High Street, Swanley, Kent BR8 8BE"
The Moon On The Hill,"Lynwood House, 373-375 Station Road HA1 2AW"
The Fox At Connaught,"Lynx Way, Canning Town, London E16 1JR"
The Parcel Yard,"M8 Westside Offices Western Concourse Kings Cross Railway Station, Euston Road N1 9AL"
The Maid Of Muswell,"Maid Of Muswell, 121 Alexandra Park Road, Hornsey, London N10 2DP"
Ponders End Youth Centre,"Main Block Youth Centre, 129-137 South Street, Enfield EN3 4PX"
Malt And Hops,Malt And Hops 891 High Road London N12 8QA
The Malt Shovel Ph,"Malt Shovel, 69 Iver Lane, Uxbridge UB8 2JE"
Malt Shovel,"Malt Shovel, Station Road, Eynsford, Dartford DA4 0ER"
Manooka,"Manooka, Bar, 392 Camden Road, London N7 0SJ"
Surbiton Methodist Tennis Club,"Manor Drive, Surbiton KT5 8NE"
Malden Manor Bowling Club,"Manor Park Recreation Ground, Malden Road, New Malden KT3 6AU"
Erith Yacht Club,"Manor Road, Erith, Kent DA8 2AD"
Burnt Ash (bexley) Hockey Club,"Manor Way, Bexley, Kent DA5 3QG"
