calc_postcode_district,calc_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,photo_url1,photo_url2,photo_url3,photo_url4,photo_url5,founded,description,has_pub_garden,has_live_music,has_food_available,has_dog_friendly,has_pool_darts,has_accommodation,addr_housenumber,addr_street,phone,website,wikidata,opening_hours,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,opening_hours_e,opening_hours_f,conf_description,conf_phone,conf_founded,conf_operator,conf_has_pub_garden,conf_has_live_music,has_live_sport_tv,conf_has_live_sport_tv,conf_has_food_available,conf_has_dog_friendly,conf_has_pool_darts,conf_has_accommodation,fc_status,fc_error,fc_quality_flags,fc_quality_note,
NW1,NW,way,1308852871,way/1308852871,51.5299249,-0.1333891,The Prince Arthur,,,,,,,,"Prince Arthur is a funky London pub with wood-panelled walls, 60s-style furnishings and provocative art, plus hanging vintage items. The venue has an intimate feel with dimmed lights, candles on tables and fresh cut flowers. Guests are greeted warmly by staff, with relaxed background music creating a warm atmosphere. The pub also offers outside seating for up to 45 people, making it a good option when the weather is warm. There is also a “Guest Accommodation” offering mentioned on the page.",TRUE,,,,,TRUE,80-82,Eversholt Street,,https://www.princearthur.co.uk/,,,,,,,,,0.86,0,0,0,0.9,0,,0,0,0,0,0.85,ok,,,,
NW1,NW,way,520149634,way/520149634,51.5403907,-0.1540146,The Princess of Wales,,,,,,,,"The Princess of Wales is a local gastropub in the heart of Primrose Hill, set in a beautifully restored Victorian corner pub on Chalcot Road. It serves seasonal British food, expertly crafted cocktails, and award-winning Sunday roasts. The pub is known for its “Banksy Garden” beer garden and offers options for occasions ranging from lazy weekend brunch and post-walk pints to private events for up to 120 guests. It also highlights dog-friendly, warm hospitality, and mentions a track record of hosting weddings and helping couples tie the knot in London.",TRUE,,TRUE,TRUE,,,22,Chalcot Road,+44 20 7722 0354,https://lovetheprincess.com/,,Mo-Fr 12:00-00:00, Sa 10:00-00:00, Su 10:00-23:00,,,,,0.93,0,0,0,0.95,0,,0,0.95,0.9,0,0,ok,,,,
NW1,NW,way,107530526,way/107530526,51.5405453,-0.1577382,The Queens,,https://commons.wikimedia.org/wiki/Special:FilePath/Queens%2C_Primrose_Hill%2C_NW1_(6800550030).jpg,,,,,,"The Queen’s is a Primrose Hill pub welcoming locals and visitors, offering seasonal British food from brunch through to hearty dinners, plus takeaway serves. It’s a relaxed spot to sip and unwind after a day sight-seeing, with a charming atmosphere and staff ready to help. The venue also hosts celebrations with bespoke menus for birthdays, weddings and corporate gatherings. Food and drink menus are available online, including seasonal options such as Sunday lunch and summer spritzes. For sports fans, it shows World Cup 2026 matches on screens throughout the venue, with walk-ins in the main bar and upstairs for larger group bookings.",,,TRUE,,,,49,Regent's Park Road,,https://www.thequeensprimrosehill.co.uk/,Q28402705,,,,,,,,0.9,0,0,0.55,0,0,TRUE,0.95,0.95,0,0,0,ok,,,,
NW1,NW,way,132319674,way/132319674,51.5282703,-0.129012,The Rocket,Scream,https://commons.wikimedia.org/wiki/Special:FilePath/Rocket%2C_Euston%2C_NW1_(7788532716).jpg,,,,,,,,,,,,,120,Euston Road,,,Q18390480,,,,,,,,,,,,,,,,,,,,,,,,
NW1,NW,way,946022259,way/946022259,51.5351899,-0.1417022,The Sheephaven Bay,,,,,,,,"The Sheephaven Bay is an “authentic” Irish-style pub in Camden with a warm welcome, two bars, three seating areas and 14 plasma TV screens showing the latest sport. It has a beautiful conservatory that leads onto a beer garden, with drinks and alfresco dining. Food is available, with a menu for traditional English home-cooked food, and the kitchen is open from 10am for lions games. Inside, the public bar and saloon feature signed sport memorabilia, including football shirts, prints and darts boards, while the lounge has a fireplace and a view of large gin and malt whiskey collections. The conservatory also hosts events like quiz nights and business meetings.",TRUE,,TRUE,TRUE,TRUE,,2,Mornington Street,+44 20 7380 1323,https://sheephavenbaycamden.co.uk/,,Mo-Sa 11:00-23:00, Su 11:00-22:30,,,,,,0.86,0,0,0,0.95,0,TRUE,0.98,0.9,0.92,0.78,0,ok,,,,
NW1,NW,node,6381240591,node/6381240591,51.5280324,-0.1328679,The Signal Box,Fuller's,,,,,,,"The Signal Box is a spacious, modern and light pub in Euston Station, offering cosy booths, craft lagers and pub classics. It serves breakfast early, and later features a delicious menu of pub classics and Chef’s specials. There is a “New summer menu” and a dedicated dining section describing refined pub classics made with fresh, seasonal ingredients. The venue is positioned as a calm oasis away from commuter crowds, and it also promotes being dog friendly for visits before or during your journey. The page includes booking for tables and lists food served with specific food serving times.",,,TRUE,TRUE,,,,Eversholt Street,020 7391 9459,https://www.signalboxeuston.co.uk/,,,,,,,,,0.9,0.95,0,0.6,0,0,,0,0.95,0.95,0,0,ok,,,,
NW1,NW,way,225302691,way/225302691,51.5338211,-0.1419375,The Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW1,NW,node,300500863,node/300500863,51.5292754,-0.1439959,The Victory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW1,NW,node,49311908,node/49311908,51.5239797,-0.1585799,The Volunteer,Mitchells & Butlers,https://commons.wikimedia.org/wiki/Special:FilePath/The_Volunteer%2C_Baker_Street%2C_March_2024.jpg,,,,,,"The Volunteer in London combines British pub hospitality with individuality, character and quirky charm. It’s presented as a laid-back yet memorable place for drinking and dining, with an explorative drinks menu and tempting, flavoursome food. The page also highlights ways to book a table online and order from the comfort of your seat, plus gift cards. Opening hours are listed throughout the week, with later closing times on several days. The venue is located at 245-247 Baker Street, London (NW1 6XE), and includes contact details for reservations and enquiries.",,,TRUE,,,,245-247,Baker Street,+44-20-7486-4091,https://www.thevolunteernw1.co.uk/,Q26639765,,,,,,,,0.86,0.95,0,0,0,0,,0,0.9,0,0,0,ok,,,,
NW1,NW,node,296891969,node/296891969,51.5391316,-0.1422001,The World's End,,https://commons.wikimedia.org/wiki/Special:FilePath/PubCamdenTown.jpg,,,,,,"The World’s End is a North London landmark in Camden, described as home to an eclectic mix of people and a great atmosphere. The pub has two bars and a mezzanine balcony seating area. It also has a rich, enthralling history, with reminders around the venue, including the central area reflecting an open marketplace that once stood on the site. The pub is linked with Camden’s Underworld, an iconic live music venue underneath it, and the page highlights rock, metal and “all things loud”. There are also options to view menus, book, and hire the venue for events.",,TRUE,,,,,174,Camden High Street,,https://theworldsend.co.uk/,Q7775871,,,,,,,,0.86,0,0,0,0,0.78,,0,0.72,0,0,0,ok,,,,
NW1,NW,way,193375860,way/193375860,51.5223546,-0.1634813,Victoria & Albert,,,,,,,,,,,,,,,131-151,Melcombe Place,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW1,NW,node,11545207226,node/11545207226,51.5415191,-0.1363874,Werewolf Beer,,,,,,,,"Werewolf Beer’s taproom is described as the “epicenter of all things Werewolf Beer”, serving the freshest and newest brews straight off the line. The venue is set up for social meet-ups with “suds, snacks and tunes”, and hosts plenty of music, horror, comedy and other special events year round. The page also highlights a vintage amusement park ghost train. Beer styles mentioned include American Pale Ale, Rice Lager, Rye IPA, American Brown Ale and Citrus/Session IPA, alongside seasonal and experimental beers with novel ingredients. There are also links to book tables or events and to view seasonal favourites and events.",,TRUE,,,,,87,Randolph Street,,https://www.werewolfbeer.com/,,"We, Fr 16:00-21:00; Sa 12:00-21:00; Su 14:00-21:00",,,,,,,0.86,0,0,0.55,0,0.78,,0,0.25,0,0,0,ok,,,,
NW1,NW,node,362582983,node/362582983,51.5303666,-0.1411399,White mustache,,,,,,,,,,,,,,,7a,Stanhope Parade,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW10,NW,node,304421987,node/304421987,51.5354797,-0.2436931,Angie's,,,,,,,,,,,,,,,127,High Street Harlesden,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW10,NW,way,123372224,way/123372224,51.5468723,-0.2302432,Flynn's,,,,,,,,,,,,,,,117,High Road,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW10,NW,node,304145828,node/304145828,51.53439,-0.260462,Grand Junction Arms,Young's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW10,NW,way,460379480,way/460379480,51.5348421,-0.2199113,Maggie's Bar,,,,,,,,,,,,,,,102,Chamberlayne Road,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW10,NW,way,467012110,way/467012110,51.5286603,-0.2165136,Parlour Kensal,,,,,,,2012,"Parlour Kensal is a modern British venue in Kensal Green, established in 2012. It’s known for “The Parlour Way” with colourful, energetic, off-piste cooking. The pub serves food all day (open from 10am every day) with changing weekday lunch options such as chicken salad, burgers, glazed salmon, “that cow pie”, and fish & chips on Fridays. Sundays are for roasting, featuring the “Famous Parlour Roast” plus kids roasts and sharing platters. The site also highlights events and parties, and a Taste Film concept where films and food are paired.",,,TRUE,,,,5,Regent Street,020 8969 2184,https://www.parlourkensal.com/,,,,,,,,,0.9,0.95,0.95,0,0,0,,0,0.95,0,0,0,ok,,,,
NW10,NW,way,256915441,way/256915441,51.5362605,-0.244932,Royal Oak,,,,,,,,"Royal Oak Harlesden is a pub on High Street in Willesden, London, welcoming visitors with plenty of TV screens for watching live sporting action. The venue promotes showing every match live, including major tournaments such as the World Cup 2026, and highlights drink offers. Facilities and features mentioned include a dartboard, pool table, HD screens, Sky Sports and TNT Sports, plus a function area and late licence. The page also lists live entertainment and live music, an outside area, Wi‑Fi, and a smoking area. Children welcome and it is described as a dog friendly pub.",,TRUE,,TRUE,TRUE,,95,High Street Harlesden,,https://www.craftunionpubs.com/royal-oak-harlesden,,,,,,,,,0.78,0,0,0.35,0.6,0.9,TRUE,0.95,0,0.85,0.95,0,ok,,,,
NW10,NW,way,439016355,way/439016355,51.5340706,-0.2186709,The Chamberlayne,,,,,,,,"The Chamberlayne is a lively neighbourhood pub in the heart of Kensal Rise, known for great food & drinks. It’s part of a small family-owned group of neighbourhood pubs across London, serving British produce with a focus on seasonal ingredients and pub staples cooked with care. The page highlights a la carte and Sunday menus, plus a kitchen serving times through the week and on Sundays. There’s also an open-plan dining room available for private hire, with space for seated and standing guests and a beautiful private terrace. The basement is also available for hire, with a DJ-style venue preview shown.",,,TRUE,,,,83,Chamberlayne Road,,https://thechamberlayne.com/,,,,,,,,,0.86,0,0,0.55,0.62,0,,0,0.95,0,0,0,ok,,,,
NW10,NW,way,1316914002,way/1316914002,51.5359825,-0.2441984,The Green Man,,,,,,,,,,,,,,,109,High Street Harlesden,+44 20 8965 6443,,,,,,,,,,,,,,,,,,,,,,,,,,
NW10,NW,way,1311966735,way/1311966735,51.5352729,-0.2265726,The Island,,,,,,,,"The Island is a local favourite on the sunniest corner in Kensal, described as part of a small family-owned group of neighbourhood pubs across London. It focuses on British produce and seasonal food, with menus including an à la carte and a Sunday menu, plus a drinks menu. The kitchen offers service on multiple days, and there’s a warm, welcoming pub atmosphere. The mezzanine overlooks the main bar and can be booked for group events (up to 75 guests), offering a blend of atmosphere and privacy. The venue also has outdoor patio seating.",TRUE,,TRUE,,,,123,College Road,+44 20 8960 0693,https://theislandnw10.com/,,Mo-Sa 12:00-23:00, Su 12:00-22:30,,,,,,0.86,0,0,0.42,0.78,0,,0,0.95,0,0,0,ok,,,,
NW10,NW,way,229533245,way/229533245,51.5454222,-0.2303539,The Rising Sun,,,,,,,,,,,,,,,,Chambers Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW10,NW,way,1315886898,way/1315886898,51.5365849,-0.2478768,The Shawl,,,,,,,,,,,,,,,25,High Street Harlesden,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW10,NW,way,256331320,way/256331320,51.5322471,-0.2178703,The Whippet Inn,Urban Pubs & Bars,,,,,,,"The Whippet Inn is an independent local pub in the heart of Kensal Rise, serving modern seasonal food and a range of local and continental craft beer, plus a wine list. It has a heated, all-weather garden space for alfresco drinking, dining and private hire, and is presented as a great spot to meet friends and family for a drink, a bite, or both. The pub also highlights a gastro menu with British classics (including burgers and burrata) and “the best Sunday roasts” in North West London. There’s also mention of a secret upstairs cocktail bar with curated playlists and classic cocktails.",TRUE,,TRUE,,,,64-66,Chamberlayne Road,+44 20 8968 8142,https://www.urbanpubsandbars.com/venues/the-whippet-inn,,,,,,,,,0.86,0.95,0,0.35,0.95,0,,0,0.95,0,0,0,ok,,other_concern,"The page content includes a separate section for “The Griffin” (with a different address/phone and extensive beer list), which appears unrelated to The Whippet Inn, so the provided markdown looks mixed or partially incorrect.",
NW10,NW,node,6019922913,node/6019922913,51.5594154,-0.2501576,Tiffty Tom's,,,,,,,,,,,,,,,249,Neasden Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW10,NW,node,896149763,node/896149763,51.54892,-0.2415688,Tony's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW10,NW,way,477964006,way/477964006,51.5289095,-0.2183454,William IV,,,,,,,,"The William (originally named after William IV) is a pub in Kensal Green with a strong sense of history and community spirit. Loci Pubs has restored it with a modern twist on the classic British pub experience, aiming to blend historical character with contemporary, inclusive hospitality. The pub offers a curated menu of modern British cuisine made with locally sourced ingredients, alongside locally crafted beers, an extensive wine list and handcrafted cocktails. Guest rooms are located above the pub, offering en-suite comfort and a peaceful retreat amid the lively Kensal Green atmosphere.",,,TRUE,,,TRUE,786,Harrow Road,,https://locipubs.com/william/,,,,,,,,,0.86,0,0,0.74,0,0,,0,0.95,0,0,0.95,ok,,,,
NW10,NW,node,304464944,node/304464944,51.5401392,-0.2535523,Wishing Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW11,NW,way,143214350,way/143214350,51.5727282,-0.1959228,The Refectory,Independent,,,,,,,"Century-old local with contemporary decor, a terrace garden, TV sport and a familiar pub menu.",TRUE,TRUE,,,,,,,,https://refectorypub.com/,,,,,,,,,0,0,0,0,0,0,TRUE,0,0,0,0,0,ok,,possible_wrong_website,"The provided markdown shows a generic WordPress blog about online slots/gambling, with no pub-specific details (no venue description, address, food, events, or facilities). This content does not clearly match a pub website for The Refectory.",
NW2,NW,node,408561640,node/408561640,51.5480318,-0.2235729,Angie's III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW2,NW,supabase,,0e8b618d-46a8-4f97-96e2-b8498da32e8c,51.558,-0.206619,Brondesbury Sports Club,Independent,,,,,,,,,,,,,,,,(020) 8452 2983,,,,,,,,,,,,,,,,,,,,,,,,,,
NW2,NW,node,12229930329,node/12229930329,51.5605361,-0.2526835,Katie's Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW2,NW,node,410936555,node/410936555,51.5572254,-0.2148383,Lucky 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW2,NW,node,410949906,node/410949906,51.5559388,-0.2145933,McGovern's,,,,,,,,,,,,,,,,Cricklewood Broadway,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW2,NW,node,411115268,node/411115268,51.5536653,-0.2115593,The Beaten Docket,Wetherspoon,https://commons.wikimedia.org/wiki/Special:FilePath/Beaten_Docket%2C_Cricklewood%2C_NW2_(4438608235).jpg,,,,,,"The Beaten Docket is a Wetherspoon pub at 50–56 Cricklewood Broadway, Cricklewood (Barnet). It’s open daily from early morning until late (with later hours on Fridays and Saturdays). Facilities include Wi‑Fi, TV screens, a licensed outside deck, Racing TV, baby changing, and step-free access. The pub also highlights children’s meals (£4.99 and £5.75 options) and mentions ordering food and drinks to your table via the Wetherspoon app. The page includes a “Pub history” section explaining the name “beaten docket” as a losing ticket linked to horse racing and Kingsbury Races in the late 19th century.",TRUE,,TRUE,,,,,Cricklewood Broadway,+44-20-8450-2972,https://www.jdwetherspoon.com/pubs/the-beaten-docket-cricklewood,Q88916789,,,,,,,,0.86,0.98,0,0.72,0.9,0,,0.55,0.9,0,0,0,ok,,,,
NW2,NW,way,172055445,way/172055445,51.5566168,-0.2141546,The Crown,AG Hotels,https://commons.wikimedia.org/wiki/Special:FilePath/%22The_Crown%22%2C_Cricklewood_-_geograph.org.uk_-_3899848.jpg,,,,,,"The Crown Pub in Cricklewood is a lively local spot with live sport, great pub food and a friendly atmosphere. It offers Sky Sports and TNT on every screen, plus hearty pub classics with European favourites and Indian-inspired dishes made fresh daily by Elephant & Barrel. The pub also has on-site rooms at The Crown Hotel next door, with en-suite bedrooms and free Wi‑Fi. For games, there are well-kept tables with cues and chalk, and pool tables for friendly competition. Open daily until late, with kitchen service running until 11pm and last food orders at 10:30pm.",,,TRUE,,TRUE,TRUE,152,Cricklewood Broadway,020 8064 1652,https://www.aghotels.co.uk/the-crown-pub-cricklewood/,Q27085857,,,,,,,,0.93,0.95,0,0.55,0,0,TRUE,0.98,0.98,0,0.9,0.95,ok,,,,
NW2,NW,node,411115264,node/411115264,51.5535658,-0.2120334,The Windmill,,,,,,,,"The Windmill is a hotel in Cricklewood, North West London, with a “fantastic location” and easy access to Central London by car and public transport. It’s close to Kilburn station (Zone 2), Cricklewood Mainline (Thameslink), and Brondesbury overground, with many buses and night buses nearby. The hotel was refurbished in late 2008 and offers bright, clean, modern rooms with en-suite bathrooms, cleaned daily. Guests mention complimentary breakfast and that the accommodation is located above a bar/restaurant on a busy high street.",TRUE,,,,,TRUE,,Cricklewood Broadway,,https://www.windmillhotelnorthlondon.co.uk/,,,,,,,,,0.86,0,0,0,0,0,,0,0,0,0,0.95,ok,,possible_wrong_website,"The provided markdown describes The Windmill Hotel (accommodation in Cricklewood) rather than a pub venue. It mentions being above a bar/restaurant, but no pub-specific details (e.g., bar menu, pub events) are shown.",
NW2,NW,node,812151434,node/812151434,51.5667671,-0.233309,Whelan's,,,,,,,,,,,,,,,341,Oxgate Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW3,NW,way,523400975,way/523400975,51.5588884,-0.1775081,Duke of Hamilton,,https://commons.wikimedia.org/wiki/Special:FilePath/Duke_of_Hamilton%2C_Hampstead%2C_NW3_(5920907501).jpg,,,,,1721,"The Duke of Hamilton is a historic Hampstead pub dating back to 1721, long a favourite watering hole for actors and a community pillar for centuries. In 2019 it was brought back to life by local brothers Ben and Ed and their childhood friend Adam. Today it offers a cosy local atmosphere with a modern twist, focusing on locally sourced food (including suppliers such as The Hampstead Butcher and Providore) and a curated drinks selection of craft beers, fine wines and signature cocktails. There’s also a little jazz club in the basement, hosting intimate live performances and private events, with its own bar and access to catering from the pub above.",,TRUE,TRUE,TRUE,,,,New End,,https://locipubs.com/duke/,Q23304816,,,,,,,,0.93,0,0.9,0.62,0,0.95,,0,0.95,0.9,0,0,ok,,,,
NW3,NW,way,199398431,way/199398431,51.555662,-0.1768585,King William IV,,https://commons.wikimedia.org/wiki/Special:FilePath/King_William_IV%2C_Hampstead%2C_NW3.jpg,,,,,,,,,,,,,,,,,Q26432008,,,,,,,,,,,,,,,,,,,,,,,,
NW3,NW,way,85192380,way/85192380,51.5468026,-0.1589108,Sir Richard Steele,,https://commons.wikimedia.org/wiki/Special:FilePath/The_Sir_Richard_Steele%2C_Haverstock_Hill%2C_NW3_-_geograph.org.uk_-_1458378.jpg,,,,,,"The Steele’s is a London pub in Belsize Park, described as a “glorious local” serving the community for over 150 years. The page highlights a warm, inviting atmosphere for all ages, with an emphasis on fun and “the Craic.” It also promotes live music and events, encouraging people to email to apply to play. Contact details, opening hours (12:00–22:00 today), and a pub photo collection are included, along with a history section and a gallery.",,TRUE,,,,,97,Haverstock Hill,+44-20-7483-1261,https://thesteelespub.co.uk/,Q24553438,,,,,,,,0.78,0.98,0,0,0,0.9,,0,0,0,0,0,ok,,,,
NW3,NW,node,596791858,node/596791858,51.554133,-0.164588,South End Green Social,,,,,,,,,,,,,,,154-156,Fleet Road,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW3,NW,way,334243397,way/334243397,51.5698713,-0.1740639,Spaniards Inn,Mitchells & Butlers,https://commons.wikimedia.org/wiki/Special:FilePath/The_Spaniards_Inn_-_panoramio.jpg,,,,,1585,"The Spaniards Inn is a discreetly stylish, Grade II listed London pub built in 1585 by two Spanish brothers. It’s described as an inspiration to Charles Dickens and John Keats, and it’s close to Hampstead Village and Parliament Hill. The pub is known for its beautiful garden, and the website also leans into its haunted reputation, with Dick Turpin said to roam the hallways. Food is available alongside an exceptional range of cask ales, craft beers, fine wines and artisan spirits, including a “sumptuous Sunday roast” and a “stunning food menu.”",TRUE,,TRUE,,,,,Spaniards Road,+44-20-8731-8406,http://www.thespaniardshampstead.co.uk/,Q15278847,,,,,,,,0.9,0.95,0.95,0,0.85,0,,0,0.9,0,0,0,ok,,,,
NW3,NW,way,373710205,way/373710205,51.544046,-0.1525996,The Enterprise,,,,,,,1871,,,,TRUE,,,TRUE,2,Haverstock Hill,+44 20 7485 2659,https://camdenenterprise.com/,,"Su-Th 11:00-23:00; Fr,Sa 11:00-01:00",,,,,,,0,0,0,0,0,0,,0,0,0,0,0,ok,,very_thin_scrape,,
NW3,NW,node,311188199,node/311188199,51.5566015,-0.1772469,The Flask,,https://commons.wikimedia.org/wiki/Special:FilePath/The_Flask%2C_Hampstead_-_geograph.org.uk_-_521664.jpg,,,,,,"The Flask is Hampstead’s “best traditional pub”, tucked away on the picturesque Flask Walk just moments from Hampstead High Street. It’s set inside a beautiful Grade II listed building with charm, character and original Victorian features, plus cosy corners and a courtyard. The pub serves real ales, craft beers and wines, alongside seasonal dishes and a Sunday roast with a local reputation. Food is served 12pm–9:00pm (Sunday opening shown as 12pm–10.30pm). There are also vegan and vegetarian options and a range of cocktails, including seasonal mixes. The venue also caters for parties and events.",,,TRUE,,,,14,Flask Walk,+44-20-7435-4580,http://www.theflaskhampstead.co.uk,Q15957066,,,,,,,,0.93,0,0,0.55,0.6,0,,0,0.95,0,0,0,ok,,,,
NW3,NW,way,131196049,way/131196049,51.5568805,-0.168968,The Freemasons Arms,,,,,,,,"The Freemasons Arms is a premium country pub & restaurant in Hampstead, London, offering an all-day menu and a Sunday roast selection. The site highlights talented chefs serving classic pub favourites and freshly prepared mains, with options for dining in a lovely garden area and spacious outdoor seating for alfresco dining. It also mentions click-and-collect for dishes and online table booking. Opening hours run from midday to late every day, with Sunday closing at 22:30. The pub is centrally located near Hampstead Heath Park and Garden and other local attractions.",TRUE,,TRUE,,,,,,020 7433 6811,https://www.freemasonsarms.co.uk/,,,,,,,,,0.9,0.95,0,0,0.95,0,,0,0.95,0,0,0,ok,,,,
NW3,NW,way,1240005017,way/1240005017,51.5546837,-0.1655814,The Garden Gate,,,,,,,,"The Garden Gate is an iconic London pub in Hampstead, known for al-fresco fun and one of the finest beer gardens in the capital. It offers a relaxed place for lunch, Sunday roasts, family dinners and lazy brunch, with fresh, home-cooked food and a diverse drinks menu. Visitors can book a table online and there are links to a food menu and “what’s on”. The page also includes opening hours, an address on South End Road, and a contact phone number.",TRUE,,TRUE,,,,14,South End Road,+44 20 7435 4938,https://www.thegardengatehampstead.co.uk/,,,,,,,,,0.86,0.95,0,0,0.9,0,,0,0.95,0,0,0,ok,,,,
NW3,NW,node,292183282,node/292183282,51.5524009,-0.1673616,The George,Greene King,,,,,,,"The George Belsize Park is a Greene King pub with a “Brewers Tudor” style facade, including leaded windows in the upper story. The building was originally built as a hotel and features modern gas lamps for lighting. The pub offers a menu of pub food, including “Delicious Pub Food” and a “Sunday Roast” with classic trimmings. It has a beer garden (weather permitting) and is set up for sports viewing, with Sky Sports and TNT Sports, plus live football and Six Nations events. Facilities listed include WiFi, disabled facilities, family-friendly and dog-friendly, and it also accepts coaches and offers delivery.",TRUE,,TRUE,TRUE,,,,,,https://www.greeneking.co.uk/pubs/greater-london/george,,,,,,,,,0.86,0,0,0.74,0.95,0,TRUE,0.95,0.9,0.9,0,0,ok,,,,
NW3,NW,way,942555974,way/942555974,51.5467179,-0.1578309,The Haverstock Tavern,,,,,,,,"The Haverstock Tavern is a handsome Georgian pub serving the local community for over 150 years. It’s an independent London boozer focused on fantastic beers, a brilliant atmosphere and a warm welcome, with a great range of craft beers. The pub also has the largest and best beer garden in the Camden, Chalk Farm and Belsize Park area, making it ideal for pre-gig pints before heading to The Roundhouse. Food includes Sunday roasts, plus kitchen hours and a range of starters and light bites mentioned via Instagram content.",TRUE,,TRUE,,,,94,Haverstock Hill,,https://thehaverstocktavern.co.uk,,Mo-Th 12:00-23:00, Fr-Sa 12:00-00:00, Su 12:00-22:30, PH off,,,,0.86,0,0,0,0.95,0,,0,0.95,0,0,0,ok,,,,
NW3,NW,way,110467983,way/110467983,51.5578812,-0.1793145,The Holly Bush,Fuller's,https://commons.wikimedia.org/wiki/Special:FilePath/Holly_Bush%2C_Hampstead%2C_NW3_(2911898706).jpg,,,,,,"The Holly Bush is a historic gastropub in the heart of Hampstead, North London. The team welcomes you to a culinary journey with a menu of refined pub classics made from fresh, seasonal ingredients, plus globally-inspired dishes. The pub has been awarded an AA Rosette for culinary excellence. Alongside dining, it offers a well-stocked bar with modern craft beers and cask classics. The venue also supports private events, including business meetings, weddings, birthdays, and corporate functions, and it has facilities such as real fires, free WiFi, and baby changing. Dogs are welcome, and assistance dogs are also welcome.",,,TRUE,TRUE,,,,Holly Mount,+44-20-7435-2892,https://www.hollybushhampstead.co.uk/,Q16994177,,,,,,,,0.9,0.95,0,0.55,0,0,,0,0.95,0.95,0,0,ok,,,,
NW3,NW,way,199398466,way/199398466,51.5559557,-0.1784589,The Horseshoe,Camden Town Brewery,,,,,,,,,,,,,,28,Heath Street,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW3,NW,node,596791860,node/596791860,51.5555828,-0.1656213,The Magdala,,https://commons.wikimedia.org/wiki/Special:FilePath/The_Magdala_Tavern_-_geograph.org.uk_-_1057153.jpg,,,,,,"The Magdala Tavern in Hampstead is a cherished local pub with an open-kitchen approach and a strong drinks selection, including local real ales, wines and whiskies. It offers fresh food with daily changing specials, famous steak night every Thursday, and Sunday roasts. The venue also runs events such as quiz night (with prizes) and has options for functions and events. The page highlights a warm, inviting atmosphere and a range of beers, casks & ciders, and small-batch spirits.",,,TRUE,,,,2a,South Hill Park,442074338322,https://www.themagdala.co.uk/,Q18162256,,,,,,,,0.86,0,0,0,0,0,,0,0.92,0,0,0,ok,,,,
NW3,NW,node,676853367,node/676853367,51.5458914,-0.1782275,The North Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW3,NW,way,514560030,way/514560030,51.5675308,-0.1826007,The Old Bull & Bush,Mitchells & Butlers,https://commons.wikimedia.org/wiki/Special:FilePath/Old_Bull_and_Bush_Pub.jpg,,,,,,"The Old Bull & Bush is a country-style pub, bar and restaurant in North End Way, London (NW3 7HE), described as having a warm, intimate atmosphere and a unique dining space. It offers an all-day menu of freshly prepared dishes with seasonal ingredients, plus carefully selected beers, wines and ales served every day. The pub also has a courtyard and is located opposite Golders Hill Park near Hampstead Heath, making it a place to dine, drink and catch up with family and friends. Opening hours run from 11:00 to 23:00 (Sunday until 22:30).",,,TRUE,,,,,North End Way,+44-20-8905-5456,https://www.thebullandbush.co.uk/,Q7754813,,,,,,,,0.9,0.95,0,0,0,0,,0,0.95,0,0,0,ok,,,,
NW3,NW,way,451645113,way/451645113,51.5548286,-0.1511323,The Old Oak,Stonegate,,,,,,,"Old Oak Hampstead is a pub in Hampstead (1 Mansfield Road, London NW3 2JD) with opening times shown daily. It’s positioned as a place to watch live sport, with “Every Match, Every Moment” and mentions of showing every match live for World Cup 2026. The page also highlights Wi‑Fi and accessible toilet facilities, and lists TNT Sports and Sky Sports. There are drink offers and a section for latest news and events, suggesting a community-focused venue.",,,,,,,1,Mansfield Road,,https://www.craftunionpubs.com/old-oak-hampstead,,Mo-Sa 11:00-23:00, Su 11:00-22:00,,,,,,0.78,0,0,0.55,0,0,TRUE,0.92,0,0,0,0,ok,,,,
