calc_postcode,calc_postcode_district,calc_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,addr_housenumber,addr_street,addr_city,phone,website,website_status,website_redirect,wikidata,opening_hours,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,opening_hours_e,opening_hours_f
,SE25,SE,node,269235458,node/269235458,51.3985503,-0.0761693,The Shelverdine Goathouse,,7-8,High Street,London,+44 20 8916 1001,https://shelverdinegoathouse.com/,200,,,"Mo-We 16:00-23:00; Th 16:00-00:00; Fr,Sa 12:00-00:00; Su 12:00-23:00",,,,,,
,SE25,SE,supabase,,667237c8-aa93-4370-bcc9-b0b06a5fc11b,51.3976,-0.078951,Victory Club,,,,,(020) 8653 2617,,,,,,,,,,,
,SE25,SE,node,603248300,node/603248300,51.3889404,-0.0908287,White Horse,,,,,,,,,,,,,,,,
,SE26,SE,way,289802013,way/289802013,51.4329249,-0.0590174,Bricklayers Arms,,189,Dartmouth Road,London,,https://www.bricklayersarmslondon.co.uk/,,,,,,,,,,
,SE26,SE,node,2447618917,node/2447618917,51.4257348,-0.0436314,Prince Alfred,,178,Sydenham Road,London,+44 20 8778 2589,https://thealfredpub.co.uk/,200,,,Mo-We 11:00-23:00, Th-Sa 11:00-00:00, Su 12:00-22:30,,,,
,SE26,SE,node,611889351,node/611889351,51.4279898,-0.0332121,Railway Tavern,,401,Southend Lane,London,,,,,,,,,,,,
,SE26,SE,way,555937241,way/555937241,51.4290847,-0.0368149,The Bell,,59,Bell Green,London,+44 20 8778 9884,,,,,"Mo-Th 11:00-00:00, Fr-Sa 11:00-01:30, Su 12:00-00:00",,,,,,
,SE26,SE,way,334030129,way/334030129,51.4260155,-0.0484651,The Dolphin,,121,Sydenham Road,London,+44 20 8778 8101,https://thedolphinsydenham.com/,200,,,Su-Th 12:00-23:00, Fr-Sa 12:00-00:00,,,,,
,SE26,SE,node,479652529,node/479652529,51.4309935,-0.0598895,The Fox & Hounds Pub,,150,Kirkdale,London,+44 20 8291 0482,https://thefoxandhoundspub.com/,200,,Q97570002,Su-Th 12:00-23:00, Fr-Sa 12:00-00:00,,,,,
,SE26,SE,way,618118967,way/618118967,51.4254437,-0.0476101,The Golden Lion,,116,Sydenham Road,London,,,,,,,,,,,,
,SE26,SE,node,2395017747,node/2395017747,51.4270033,-0.0555319,The Greyhound,,313-315,Kirkdale,London,+44 20 8659 0231,https://thegreyhoundsydenham.co.uk/,200,,,Mo-Th 12:00-23:00, Fr-Sa 12:00-00:00, Su 12:00-22:00,,,,
,SE26,SE,node,659512226,node/659512226,51.4267585,-0.0549107,The Pavillion,,325,Kirkdale,London,,https://info6435372.wixsite.com/pavilionpub-1,200,,,Mo-Th 11:00-23:00, Fr-Sa 11:00-01:00, Su 11:00-22:30,,,,
,SE26,SE,node,479625238,node/479625238,51.4307728,-0.065099,The Talma,,,,,,,,,,,,,,,,
,SE26,SE,way,111349153,way/111349153,51.4327769,-0.0726707,The Wood House,Young's,39,Sydenham Hill,London,+44 20 8693 5666,https://www.thewoodhousedulwich.co.uk/,200,,Q116168104,Mo-We 12:00-23:00, Th-Su 10:00-23:00,,,,,
,SE27,SE,node,3637918315,node/3637918315,51.4341311,-0.103571,Badger Badger,,543,Norwood Road,London,+44 20 8176 6257,https://www.badgerbadger.org/,200,,,Mo-Tu off, We-Th 12:00-23:00, Fr-Sa 12:00-00:00, Su 12:00-22:00,,,
,SE27,SE,way,1245783602,way/1245783602,51.4285303,-0.088923,Gipsy Hill Brewery and Taproom,,160,Hamilton Road,London,,https://gipsyhillbrew.com/bar/the-taproom,200,,,We-Th 16:00-22:00, Fr 16:00-23:00, Sa 12:00-23:00, Su 12:00-20:00,,,
,SE27,SE,way,452834181,way/452834181,51.4321099,-0.1041582,Horns Tavern,,40,Knights Hill,London,+44 20 8670 2231,https://www.craftunionpubs.com/horns-tavern-norwood,,,,11:00-11:30,,,,,,
,SE27,SE,node,4232481693,node/4232481693,51.4359536,-0.1045567,Knowles of Norwood,Portobello Brewing,294-296,Norwood Road,London,+44 20 8670 4284,https://knowlesofnorwood.co.uk/,200,,Q116037040,"Mo-Th 11:00-23:00; Fr, Sa 11:00-00:00; Su 12:00-22:30 || Mo-Sa 11:21:00; Su 12:00-19:00 ""Kitchen""",,,,,,
,SE27,SE,node,273456489,node/273456489,51.4399206,-0.1060377,Queen Of The South Pub,,367,Norwood Road,London,,,,,,,,,,,,
,SE27,SE,way,821901394,way/821901394,51.4401575,-0.1053082,Railway Tavern,,7,Station Rise,London,,,,,,,,,,,,
,SE27,SE,way,583053300,way/583053300,51.4313995,-0.0921257,The Bricklayers Arms,,1,Hamilton Road,London,,,,,,,,,,,,
,SE27,SE,node,429257204,node/429257204,51.4315293,-0.1039329,The Great North Wood,,3,Knights Hill,London,+44 20 8766 0351,https://www.thegreatnorthwood.co.uk/,200,,,,,,,,,
,SE27,SE,node,264156218,node/264156218,51.430843,-0.101908,The Hope,Young's,49,Norwood High Street,London,,https://www.hopepubwestnorwood.co.uk,,,,,,,,,,
,SE27,SE,way,145406190,way/145406190,51.4279875,-0.0864556,The Paxton,,255,Gipsy Hill,London,,http://www.thepaxtongipsyhill.com/,200,,,,,,,,,
,SE28,SE,way,1112549296,way/1112549296,51.5073066,0.1077457,The Cutty Sark,,14,Joyce Dawson Way,London,,,,,,,,,,,,
,SE28,SE,way,96584368,way/96584368,51.4981915,0.0893583,The Princess Alice,,,,,,,,,,,,,,,,
,SE3,SE,supabase,,94351842-0a52-4e1e-89ac-d0b6651ee2b0,51.4782,0.022195,Blackheath Newbridge Social Club,Independent,,,,(020) 8858 0525,,,,,,,,,,,
,SE3,SE,way,1080977183,way/1080977183,51.47618,0.0261743,British Oak,,109,Old Dover Road,London,+44 20 8305 1781,https://britishoakblackheath.com/,200,,,Mo 13:00-22:00, Tu-Th 12:30-23:00, Fr-Sa 12:30-23:30, Su 12:30-22:30,,,
,SE3,SE,supabase,,e4713ed1-5ad2-48d0-9741-68c276ae207c,51.4658,0.0346,Charlton Park Rugby Football Club,Independent,,,,(020) 8856 1025,,,,,,,,,,,
,SE3,SE,supabase,,a8a95f1c-36de-4a22-8cda-08c9ae461132,51.4616,0.0266756,Depot,Young's,,,,(020) 3437 1410,,,,,,,,,,,
,SE3,SE,node,90272342,node/90272342,51.4738476,0.039705,Fox Under The Hill,Greene King,286,Shooters Hill Road,London,+44 20 8856 5518,https://www.greeneking.co.uk/pubs/greater-london/fox-under-the-hill,200,,,Mo-Th 11:00-23:00, Fr 11:00-24:00, Sa 09:00-24:00, Su 09:00-23:00,,,
,SE3,SE,node,10280296806,node/10280296806,51.4667202,0.0078239,O'Neill's,O'Neill's,52,Tranquil Vale,London,+44 20 8463 9230,https://www.oneills.co.uk/national-search/london/blackheath,403,,,Mo-Th 12:00-23:00, Fr 12:00-24:00, Sa 10:00-24:00, Su 10:00-23:00,,,
,SE3,SE,node,449207412,node/449207412,51.4568581,0.0113057,Old Tigers Head,,351,Lee High Road,London,+44 20 4568 0111,,,,,Mo-Th 12:00-23:00, Fr-Sa 12:00-24:00, Su 12:00-22:00,,,,
,SE3,SE,node,12202023783,node/12202023783,51.4665378,0.0071768,The Crown,Shepherd Neame,49,Tranquil Vale,London,+44 20 8852 0326,https://www.crownblackheath.co.uk/,200,,,Mo-Fr 12:00-23:00, Sa 11:00-23:00, Su 12:00-22:30,,,,
,SE3,SE,node,9891375140,node/9891375140,51.4771393,0.0188457,The Green Goddess,,43A,Vanbrugh Park,London,,https://www.thegreengoddess.pub/,200,,,Tu 16:00-22:30, We-Sa 12:00-22:30, Su 12:00-21:00,,,,
,SE3,SE,way,479277796,way/479277796,51.4679778,0.0036919,The Hare and Billet,Greene King,1a,Eliot Cottages,London,+44 20 8852 2352,https://www.hareandbillet.com/,200,,Q16993679,Mo-Th 12:00-23:00, Fr 12:00-24:00, Sa 11:00-24:00, Su 11:00-22:30,,,
,SE3,SE,node,12189261755,node/12189261755,51.469352,0.0104158,The Princess of Wales,,1a,Montpelier Row,London,+44 20 8852 5784,https://www.princessofwalespub.co.uk/,403,,,Mo-Sa 12:00-23:00, Su 12:00-22:30,,,,,
,SE3,SE,way,593459444,way/593459444,51.4654192,0.0089095,The Railway,Castle,16,Blackheath Village,London,+44 20 8852 2390,https://www.therailwayblackheath.co.uk/,403,,,Mo-Th 12:00-23:00, Fr-Sa 12:00-01:00, Su 12:00-23:00,,,,
,SE3,SE,node,12185302738,node/12185302738,51.4767777,0.0187041,The Royal Standard,,44,Vanbrugh Park,London,+44 20 8858 1533,https://www.royalstandardblackheath.co.uk,403,,Q106231502,Mo-Th 12:00-23:00, Fr-Sa 12:00-24:00, Su 12:00-22:30,,,,
,SE4,SE,supabase,,318db6de-bea0-4c64-b95b-bea8d6010e9a,51.4622,-0.0362106,Brockley Brewery & Taproom,Independent,,,,07814 584338,,,,,,,,,,,
,SE4,SE,node,616235574,node/616235574,51.4559687,-0.03659,Crofton Park Tavern,Mosaic Pub & Dining,330-332,Brockley Road,London,,https://croftonparktavern.co.uk/,200,,,,,,,,,
,SE4,SE,supabase,,d0a06ced-ab32-44c2-bf6f-1df4112c4bb6,51.4638,-0.035608,Ellary's,Independent,,,,(020) 8692 4756,,,,,,,,,,,
,SE4,SE,node,11786475613,node/11786475613,51.4591881,-0.0340818,Joyce,,294,Brockley Road,London,,https://joycebrockley.com/,200,,,Tu-Th 16:00-23:00, Fr 16:00-24:00, Sa 12:00-24:00, Su 12:00-23:00,,,
,SE4,SE,supabase,,fd9129f4-92f7-4fe4-8e75-805e35729f8a,51.4547,-0.0371062,Lawrence Arms,Independent,,,,(020) 8694 6962,,,,,,,,,,,
,SE4,SE,node,2846285826,node/2846285826,51.4546705,-0.0370883,LDN Beer Dispensary,,389,Brockley Road,London,,,,,,,,,,,,
,SE4,SE,node,9510946145,node/9510946145,51.4642009,-0.0373021,Parlez,,16,Coulgate Street,London,,https://parlezlocal.com/,,,,,,,,,,
,SE4,SE,way,200175760,way/200175760,51.4640504,-0.036488,The Brockley Barge,Wetherspoon,184,Brockley Road,London,+44 20 8694 7690,https://www.jdwetherspoon.com/pubs/the-brockley-barge-brockley,200,,Q88917023,,,,,,,
,SE4,SE,node,25729218,node/25729218,51.4534062,-0.038511,The Brockley Jack,Greene King,408-410,Brockley Road,London,,https://www.greeneking.co.uk/pubs/greater-london/brockley-jack,200,,,,,,,,,
,SE4,SE,way,211942078,way/211942078,51.4672607,-0.0236773,The Talbot,,2,Tyrwhitt Road,London,+44 20 8692 2665,https://www.thetalbotbrockley.co.uk/,200,,,,,,,,,
,SE4,SE,way,200499475,way/200499475,51.4686388,-0.0326926,Wickham Arms,,69,Upper Brockley Road,London,,,,,,"Mo-Fr 15:00-24:00, Sa,Su 12:00-24:00",,,,,,
,SE5,SE,node,1828784790,node/1828784790,51.477497,-0.101174,Clarendon Arms,,225,Camberwell New Road,London,,,,,,,,,,,,
,SE5,SE,way,82732716,way/82732716,51.4680576,-0.0861283,George Canning,Stonegate,123,Grove Lane,London,,https://www.craftunionpubs.com/george-canning-camberwell,200,,,,,,,,,
,SE5,SE,way,86678068,way/86678068,51.4721287,-0.0881518,Grove House Tavern,,26,Camberwell Grove,London,,https://grovehousetavern.co.uk/,200,,,,,,,,,
,SE5,SE,node,13367060313,node/13367060313,51.4769011,-0.0941155,Nag's Head,,242,Camberwell Road,London,,,,,,,,,,,,
,SE5,SE,node,12572448581,node/12572448581,51.4740302,-0.0903889,Stormbird,,25,Camberwell Church Street,London,,https://stormbirdcamberwell.com,200,,,Mo 16:00-23:00, Tu-Fr 16:00-24:00, Sa 12:30-24:00, Su 12:30-23:00,,,
,SE5,SE,node,333125738,node/333125738,51.4750095,-0.095975,The Bear,,,,,,,,,,closed,,,,,,
,SE5,SE,node,12572476260,node/12572476260,51.4737308,-0.0883606,The Camberwell Arms,,65,Camberwell Church Street,London,,https://thecamberwellarms.co.uk/,200,,,"Mo 17:00-23:00, Tu-Th 12:00-23:00, Fr 12:00-24:00, Sa 11:00-24:00, Su 12:00-23:00",,,,,,
,SE5,SE,way,157452542,way/157452542,51.464479,-0.0981144,The Cambria,,40,Kemerton Road,London,+44 20 7326 0426,https://thecambrialondon.co.uk/,200,,,Mo-Fr 11:00-23:00, Sa 11:00-24:00, Su 12:00-22:30,,,,
,SE5,SE,node,3892264316,node/3892264316,51.4785402,-0.0854863,The Flying Dutchman,,156,Wells Way,London,,,,,,,,,,,,
,SE5,SE,way,80823095,way/80823095,51.4651372,-0.0895432,The Fox on the Hill,Wetherspoon,149-153,Denmark Hill,London,,https://www.jdwetherspoon.com/pubs/the-fox-on-the-hill-camberwell,200,,Q88917025,,,,,,,
,SE5,SE,node,12572448556,node/12572448556,51.4738247,-0.0906436,The Hermits Cave,,28,Camberwell Church Street,London,,,,,,,,,,,,
,SE5,SE,node,12572476234,node/12572476234,51.4723805,-0.0928715,The Joiners Arms,,35,Denmark Hill,London,,,,,,,,,,,,
,SE5,SE,way,171081629,way/171081629,51.4799808,-0.107944,The Kennington,,60,Camberwell New Road,London,+44 20 7735 9990,https://www.thekennington.com/,200,,,,,,,,,
,SE5,SE,node,1666149588,node/1666149588,51.4729515,-0.0899048,The Kerfield Arms,,16,Grove Lane,London,,http://www.thecrookedwell.com/,200,,,Mo-Su closed,,,,,,
,SE5,SE,node,333125744,node/333125744,51.4743058,-0.0935548,The Old Dispensary,,,,,,,,,,,,,,,,
,SE5,SE,node,4821946845,node/4821946845,51.4680147,-0.0896697,The Phoenix,,,Windsor Walk,London,,,,,,,,,,,,
,SE5,SE,way,76866041,way/76866041,51.4799077,-0.0843727,The St Georges Tavern,,14,Coleman Road,,,,,,,08:00-18:00,,,,,,
,SE5,SE,way,579389935,way/579389935,51.470021,-0.0948102,The Sun of Camberwell,,61-63,Coldharbour Lane,London,+44 20 7737 5861,,,,,,,,,,,
,SE5,SE,node,12572448542,node/12572448542,51.4738085,-0.0926516,The Tiger,,18-19,Camberwell Green,London,,,,,,,,,,,,
,SE6,SE,supabase,,279656b7-87e2-41c8-955e-039b0f140d1b,51.4314,-0.0175818,Bellingham Ex Servicemen's Club,Independent,,,,(020) 8698 4202,,,,,,,,,,,
,SE6,SE,way,434179033,way/434179033,51.4446223,-0.0244596,Catford Bridge Tavern,,,Station Approach,London,+44 20 8690 6759,https://catfordtavern.com/,200,,,"Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 00:00-01:00,12:00-24:00; Su 00:00-01:00,12:00-23:00",,,,,,
,SE6,SE,node,5264614507,node/5264614507,51.4417841,-0.019064,Catford Cricket Club,,,Penerley Road,London,+44 20 8698 3070,https://www.catfordcricketclub.co.uk/,,,,,,,,,,
,SE6,SE,way,930752231,way/930752231,51.4457342,-0.0215002,The Black Cat,,9,Winslade Way,London,,,,,,"Mo-Th 12:00-22:00; Fr,Sa 12:00-23:00; Su 12:00-21:00",,,,,,
,SE6,SE,node,9117411107,node/9117411107,51.4423194,-0.033722,The Blythe Hill Tavern,,319,Stanstead Road,London,+44 20 8690 5176,,,,Q112810610,Mo-We 11:00-23:00, Th-Sa 11:00-24:00, Su 12:00-23:00,,,,
,SE6,SE,way,492411237,way/492411237,51.4451904,-0.0227716,The Catford House,,,Catford Broadway,London,+44 20 4542 2138,https://www.thecatfordhouse.pub/,200,,,Mo-Th 17:00-23:00, Fr 15:00-24:00, Sa 12:00-24:00, Su 12:00-23:00,,,
,SE6,SE,node,282022744,node/282022744,51.4327487,-0.0198466,The Fellowship Inn,,,Randlesdown Road,London,,https://fellowshipinn.co.uk/,,,Q18159900,,,,,,,
,SE6,SE,node,178448909,node/178448909,51.4362614,-0.0346656,The Perry Hill,,,,,,,,,,,,,,,,
,SE7,SE,way,224131481,way/224131481,51.4871148,0.0258024,Rose of Denmark,,296,Woolwich Road,London,+44 20 8473 0038,https://roseofdenmarkpub.co.uk/,200,,Q113564648,,,,,,,
,SE7,SE,way,754110894,way/754110894,51.4882994,0.0393978,Royal Oak,,54,Charlton Lane,London,,,,,,,,,,,,
,SE7,SE,way,1033935072,way/1033935072,51.4815958,0.0365735,The Bugle Horn,,6,The Village,London,+44 20 8319 2623,https://buglehornpub.com/,200,,Q26350649,,,,,,,
,SE8,SE,node,9657161178,node/9657161178,51.4790804,-0.0262163,Badger Badger,,139-145,Deptford High Street,London,+44 20 8691 5642,https://www.badgerbadger.org/,200,,,Mo-Th 10:00-23:00, Fr 10:00-25:00, Sa-Su 12:00-25:00,,,,
,SE8,SE,node,12827193551,node/12827193551,51.4757724,-0.0260653,Big J's Biltong Bar,,29,Deptford High Street,London,+44 7472 692492,,,,,Mo-We 16:00-22:00, Th 16:00-23:00, Fr 16:00-24:00, Sa 14:00-24:00, Su 16:00-20:00,,
,SE8,SE,supabase,,d4088ee0-6dec-42ae-9f33-77654f1ddb68,51.4812,-0.020403,Duke,Independent,,,,(020) 3949 9880,,,,,,,,,,,
,SE8,SE,node,12532965637,node/12532965637,51.4783704,-0.025882,Jam Circus,Antic,120-122,Deptford High Street,London,+44 20 8692 6859,https://jamcircus.com/,200,,,Mo-Th 16:00-23:00, Fr 16:00-25:00, Sa 12:00-25:00, Su 12:00-22:30,,,
,SE8,SE,supabase,,a5d83f32-5395-48f1-ac56-df151a464ca0,51.4755,-0.0257538,Lucky Anchor Ale House,Independent,,,,,,,,,,,,,,,
,SE8,SE,node,12876881598,node/12876881598,51.4719833,-0.0286184,Royal George,,85,Tanners Hill,London,,,,,,,,,,,,
,SE8,SE,node,280606863,node/280606863,51.4736103,-0.0272264,Royal Standard,,86,Tanners Hill,London,,,,,,,,,,,,
,SE8,SE,node,5843761645,node/5843761645,51.4780491,-0.0265975,Salt Deptford,,,Market Yard,London,+44 20 8469 1622,https://www.saltbeerfactory.co.uk/,200,,,Mo-Th 16:00-23:00, Fr-Sa 12:00-23:00, Su 12:00-22:00,,,,
,SE8,SE,way,1187589494,way/1187589494,51.4761623,-0.0225385,The Birds Nest,,32,Deptford Church Street,London,+44 20 8305 6503,http://www.thebirdsnestpub.co.uk/,200,,,Mo-Th 10:00-23:00, Fr-Su 11:00-26:00,,,,,
,SE8,SE,node,280606890,node/280606890,51.4708059,-0.0218807,The Brookmill Pub,,65,Cranbrook Road,London,,https://www.thebrookmill.co.uk/,,,,,,,,,,
,SE8,SE,way,372116667,way/372116667,51.4832971,-0.0257312,The Dog & Bell,,116,Prince Street,London,+44 20 8692 5664,,,,,Mo 12:00-00:00, Tu-Th 11:00-00:00, Fr 11:00-01:00, Sa 09:00-01:00, Su 09:00-00:00,,
,SE8,SE,node,13054215867,node/13054215867,51.4754391,-0.0258346,The Lucky Anchor,,18,Deptford High Street,London,,,,,,Mo-Th 15:00-24:30, Fr-Su 13:30-24:30,,,,,
,SE8,SE,way,492091342,way/492091342,51.487899,-0.0344522,The Victoria,,177,Grove Street,London,,,,,,,,,,,,
,SE8,SE,way,288984963,way/288984963,51.4856662,-0.0341113,The Wolf's Tavern,,195,Evelyn Street,London,,,,,,,,,,,,
,SE8,SE,node,9026571820,node/9026571820,51.4784965,-0.0238312,Villages,,21-26,Resolution Way,London,,https://villagesbrewery.com/,200,,,Th-Fr 18:00-23:00, Sa 12:00-23:00, Su 12:00-22:00,,,,
,SE8,SE,supabase,,404189b2-2698-467f-b89e-10eec8074728,51.4785,-0.0241693,Villages Brewery Taproom,Independent,,,,(020) 3489 1143,,,,,,,,,,,
,SE9,SE,node,2478195217,node/2478195217,51.4567307,0.0512247,Berry and Barrel,,18,Well Hall Parade,London,,,,,,,,,,,,
,SE9,SE,node,2464003776,node/2464003776,51.4510468,0.0501424,Draughts,,34,Eltham High Street,London,,,,,,,,,,,,
,SE9,SE,supabase,,10935e99-30af-49de-bfee-81164637d5b7,51.4504,0.053979,Eltham GPO,Portobello,,,,(020) 8850 9685,https://elthamgpo.com/,,,,,,,,,,
,SE9,SE,supabase,,fa52175e-6499-4ed0-b601-1973767cfe15,51.4528,0.068633,Eltham Warren Golf Club,Independent,,,,(020) 8850 4477,,,,,,,,,,,
,SE9,SE,node,12438617775,node/12438617775,51.4589403,0.0802428,Lingfield,,11,Lingfield Crescent,,,,,,,,,,,,,
,SE9,SE,supabase,,9469276a-51fa-47b7-bf35-69746b76a144,51.4388,0.074404,New Eltham Social Club,,,,,(020) 8850 1472,,,,,,,,,,,
,SE9,SE,node,1708956919,node/1708956919,51.4503207,0.0539598,Old Post Office,,4,Passey Place,London,,,,,,,,,,,,
,SE9,SE,way,1013465936,way/1013465936,51.450953,0.0585275,Rising Sun,Greene King,189-191,Eltham High Street,London,+44 20 8850 0019,https://www.greeneking.co.uk/pubs-near-me,200,,,Mo-Th 12:00-23:00, Fr-Sa 12:00-24:00, Su 12:00-22:30,,,,
,SE9,SE,supabase,,7f7e0245-29cf-4b6d-8bd9-dbc59a8fbb15,51.4455,0.055415,Royal Blackheath Golf Club,Independent,,,,(020) 8850 1795,,,,,,,,,,,
,SE9,SE,way,1141797704,way/1141797704,51.436364,0.045868,The Bat and Ball,,275,Court Road,London,,,,,,,,,,,,
,SE9,SE,way,638690911,way/638690911,51.4392321,0.0708227,The Beehive,,365,Footscray Road,London,,https://www.beehiveneweltham.com/,,,,,,,,,,
,SE9,SE,way,950101217,way/950101217,51.4456719,0.0845945,The Black Boy,,,Southspring,Sidcup,,https://blackboysidcup.com/,200,,,,,,,,,
,SE9,SE,node,13691299423,node/13691299423,51.4510008,0.063956,The Last Drop Inn,,279,Eltham High Street,London,+44 20 3623 6367,https://www.thelastdropinn.co.uk/,200,,,Tu-Th 17:00-22:30, Fr 17:00-23:00, Sa 14:00-23:00, Su 14:00-22:30,,,
,SE9,SE,node,4463795243,node/4463795243,51.4569365,0.0596235,The Long Pond,,110,Westmount Road,London,+44 20 8331 6767,https://thelongpond.co.uk/,200,,,"Mo 17:00-22:00; Tu-We 11:30-14:30,17:00-22:00; Th-Fr 11:30-14:30, 17:00-23:00; Sa 11:00-15:00,18:00-23:00; Su 12:30-14:30",,,,,,
,SE9,SE,way,239552326,way/239552326,51.4497476,0.0544058,The Park Tavern,,45,Passey Place,London,,https://www.parktaverneltham.co.uk/,,,,,,,,,,
,SE9,SE,way,262471686,way/262471686,51.4392125,0.051094,The Royal,,185,Court Road,London,,,,,,,,,,,,
,SE9,SE,node,412209049,node/412209049,51.450381,0.0521384,The Rusty Bucket,,11,Court Yard,London,,https://www.therustybucket.pub/,,,,Mo-Th 16:00-23:00, Fr 16:00-23:00, Sa 12:00-23:00, Su 16:00-22:00,,,
,SE9,SE,supabase,,4012a8de-14d7-48ce-906a-6f6a3d68c6c6,51.4571,0.04926,Tudor Barn,Independent,,,,0800 433 2351,,,,,,,,,,,
,SE9,SE,way,238585366,way/238585366,51.4511432,0.0488265,White Hart,Stonegate,2,Eltham High Street,London,,https://www.craftunionpubs.com/white-hart-eltham,200,,,,,,,,,
,SE9,SE,supabase,,1d2a492b-1cc4-4cd8-838f-075a6ff76406,51.4504,0.062365,Woodcroft Club,Independent,,,,(020) 8850 8659,,,,,,,,,,,
,SW10,SW,way,909348524,way/909348524,51.4791956,-0.1826133,Chelsea Ram,,32,Burnaby Street,London,+44 20 7351 4008,https://www.thechelsearam.co.uk/,200,,,Mo-Sa 11:00-22:00, Su 12:00-22:30,,,,,
,SW10,SW,way,112344676,way/112344676,51.4865651,-0.1900741,Finborough Arms,,118,Finborough Road,London,,https://www.finborougharms.co.uk/,403,,,,,,,,,
,SW10,SW,way,363961554,way/363961554,51.4861283,-0.1840439,Hollywood Arms,,45,Hollywood Road,London,+44 20 7349 7840,https://www.hollywoodarmschelsea.com/,200,,Q15979009,Mo 12:00-23:00, Tu-We 12:00-23:30, Th-Sa 12:00-00:00, Su 12:00-22:30,,,
,SW10,SW,way,875868241,way/875868241,51.4861796,-0.1809646,King's Arms,,190,Fulham Road,London,+44 20 7351 5043,https://www.thekingsarmschelsea.co.uk/,200,,,Mo-Th 11:00-23:00, Fr-Sa 11:00-00:00, Su 12:00-22:30,,,,
,SW10,SW,node,27512718,node/27512718,51.4776729,-0.1833426,Lots Road,,114,Lots Road,London,+44 20 7352 6645,https://www.lotsroadchelsea.co.uk/,200,,,Mo-Sa 12:00-23:00, Su 12:00-22:00,,,,,
,SW10,SW,node,1375162583,node/1375162583,51.4816598,-0.1875734,The Chelsea Gate,,358,Fulham Road,London,+44 20 7351 0422,,,,,Tu-Th 17:00-00:00, Fr 15:00-00:00, Sa 13:00-00:00, Su 13:00-21:00,,,
,SW10,SW,way,879574206,way/879574206,51.4819646,-0.1875604,The Fox and Pheasant,,1,Billing Road,London,+44 20 7352 2943,https://www.thefoxandpheasant.com/,200,,Q18159932,Mo-Sa 11:00-23:00, Su 12:00-22:30,,,,,
,SW10,SW,node,8167917118,node/8167917118,51.4889152,-0.1914946,The Pembroke,,261,Old Brompton Road,London,+44 20 7373 8337,https://www.thepembrokesw5.co.uk/,200,,Q5142962,,,,,,,
,SW10,SW,node,364654278,node/364654278,51.4845997,-0.1794648,The Sporting Pages,,6,Camera Place,London,+44 20 7349 0455,https://www.thesportingpage.co.uk/,200,,,,,,,,,
,SW11,SW,supabase,,d061c16d-3e27-495a-b31b-ad77af26753a,51.4699,-0.171477,Asparagus,Portobello,,,,(020) 8161 0899,,,,,,,,,,,
,SW11,SW,way,769615459,way/769615459,51.4608385,-0.1630262,Brewdog,BrewDog,11-13,Battersea Rise,London,,,,,,,,,,,,
,SW11,SW,way,204733070,way/204733070,51.4601881,-0.1765762,Churchills,,151,Saint John's Hill,London,,,,,,,,,,,,
,SW11,SW,node,441202439,node/441202439,51.4729383,-0.1660967,Duke of Cambridge,,228,Battersea Bridge Road,London,+44 20 7223 5662,https://www.thedukeofcambridge.com/,200,,,Mo-Sa 11:00-23:00, Su 11:00-22:30,,,,,
,SW11,SW,node,1720298837,node/1720298837,51.4551121,-0.1632003,Eagle Ale House,,,,,,,,,,,,,,,,
,SW11,SW,node,615621429,node/615621429,51.4671126,-0.1628828,Fox and Hounds,,66-68,Latchmere Road,London,,https://www.thefoxandhoundspub.co.uk/,,,,"Mo-Th 17:00-23:00; Fr,Sa 12:00-23:00; Su 12:00-22:30",,,,,,
,SW11,SW,node,679821063,node/679821063,51.4606421,-0.1690263,Hawkins Forge,,110,Battersea Rise,London,,https://www.hawkinsforge.co.uk/,403,,,,,,,,,
,SW11,SW,node,2287275689,node/2287275689,51.4758826,-0.1489065,Paya and Horse,,181,Battersea Park Road,London,+44 787 066 9043,,,,,,,,,,,
,SW11,SW,way,204738603,way/204738603,51.4627585,-0.170396,Project Orange,,43,Saint John's Hill,London,,,,,,,,,,,,
,SW11,SW,supabase,,ddfe0721-b16e-4c5c-8f56-8b762a183107,51.4593,-0.1667,Red Setter,Urban Pubs & Bars,,,,(020) 3883 4308,,,,,,,,,,,
,SW11,SW,supabase,,d5e31bf2-f872-4659-9270-e9aeef7ba818,51.4783,-0.170162,Rose,BrewDog,,,,(020) 8129 1856,,,,,,,,,,,
,SW11,SW,way,204733077,way/204733077,51.4601961,-0.1763624,St John's Tavern,,147,Saint John's Hill,London,,https://stjohnstavern.co.uk/,,,,"Mo-We 17:00-23:00, Th 17:00-24:00, Fr 17:00-02:00, Sa 12:00-02:00, Su 12:00-23:00",,,,,,
,SW11,SW,node,3068306969,node/3068306969,51.4652553,-0.1792283,The Anchor,,82,Hope Street,London,,,,,,,,,,,,
,SW11,SW,way,251032188,way/251032188,51.4598611,-0.1781536,The Beehive,Fuller's,197,Saint John's Hill,London,,https://www.beehivewandsworth.co.uk/,200,,,,,,,,,
,SW11,SW,node,1958568591,node/1958568591,51.4539089,-0.1640944,The Bolingbroke,,174-172,Northcote Road,London,,,,,,,,,,,,
